id,area_kmsq,platform,datetime,eo:cloud_cover,annotated_sites
20170915_141228_1030_3B_AnalyticMS,220.0692726,PlanetScope-1030,2017-09-15T14:12:28Z,18,
20170915_141417_1012_3B_AnalyticMS,215.2264589,PlanetScope-1012,2017-09-15T14:14:17Z,18,
20170915_142351_100d_3B_AnalyticMS,194.3151272,PlanetScope-100d,2017-09-15T14:23:51Z,0,
20170915_142352_100d_3B_AnalyticMS,194.1636326,PlanetScope-100d,2017-09-15T14:23:52Z,0,
20170916_122227_101e_3B_Analytic,220.3387292,PlanetScope-101e,2017-09-16T12:22:27Z,13,
20170916_123700_0e16_3B_Analytic,216.5860639,PlanetScope-0e16,2017-09-16T12:37:00Z,0,
20170916_123701_0e16_3B_Analytic,216.5981147,PlanetScope-0e16,2017-09-16T12:37:01Z,0,
20170916_143907_1_0f36_3B_Analytic,190.5702202,PlanetScope-0f36,2017-09-16T14:39:07Z,0,
20170916_143907_0f36_3B_Analytic,190.4475618,PlanetScope-0f36,2017-09-16T14:39:07Z,0,
20170919_122109_101f_3B_Analytic,215.9856351,PlanetScope-101f,2017-09-19T12:21:09Z,2,
20170919_122250_1001_3B_Analytic,214.0726179,PlanetScope-1001,2017-09-19T12:22:50Z,0,
20170919_122355_100e_3B_Analytic,218.412793,PlanetScope-100e,2017-09-19T12:23:55Z,1,
20170919_123505_1026_3B_Analytic,216.2910882,PlanetScope-1026,2017-09-19T12:35:05Z,0,
20170919_200145_0c0b_3B_Analytic,119.8254484,PlanetScope-0c0b,2017-09-19T20:01:45Z,0,
20170919_200148_0c0b_3B_Analytic,119.616203,PlanetScope-0c0b,2017-09-19T20:01:48Z,0,
20170922_122041_103b_3B_Analytic,218.8679702,PlanetScope-103b,2017-09-22T12:20:41Z,1,
20170922_122401_103d_3B_Analytic,219.3443315,PlanetScope-103d,2017-09-22T12:24:01Z,36,
20170922_123321_0f15_3B_Analytic,221.2977377,PlanetScope-0f15,2017-09-22T12:33:21Z,0,
20170922_123322_0f15_3B_Analytic,221.3082573,PlanetScope-0f15,2017-09-22T12:33:22Z,0,
20170922_123522_1022_3B_Analytic,217.138952,PlanetScope-1022,2017-09-22T12:35:22Z,0,
20170922_123523_1022_3B_Analytic,217.1501684,PlanetScope-1022,2017-09-22T12:35:23Z,0,
20170922_171909_0c82_3B_Analytic,108.5342633,PlanetScope-0c82,2017-09-22T17:19:09Z,23,
20170925_122231_1031_3B_Analytic,219.3353561,PlanetScope-1031,2017-09-25T12:22:31Z,41,
20170925_123427_1044_3B_Analytic,219.0271534,PlanetScope-1044,2017-09-25T12:34:27Z,43,
20170925_143859_0f32_3B_Analytic,198.7796177,PlanetScope-0f32,2017-09-25T14:38:59Z,2,
20170925_143900_0f32_3B_Analytic,198.5260329,PlanetScope-0f32,2017-09-25T14:39:00Z,4,
20170925_160936_0c76_3B_Analytic,100.4778987,PlanetScope-0c76,2017-09-25T16:09:36Z,0,
20170926_123428_0f28_3B_AnalyticMS,219.3146893,PlanetScope-0f28,2017-09-26T12:34:28Z,0,
20170926_123429_0f28_3B_AnalyticMS,219.2729801,PlanetScope-0f28,2017-09-26T12:34:29Z,0,
20170926_123430_0f28_3B_AnalyticMS,219.1825644,PlanetScope-0f28,2017-09-26T12:34:30Z,0,
20170926_123431_0f28_3B_AnalyticMS,219.1792748,PlanetScope-0f28,2017-09-26T12:34:31Z,0,
20170926_123500_103d_3B_AnalyticMS,220.7005734,PlanetScope-103d,2017-09-26T12:35:00Z,0,
20170926_123501_103d_3B_AnalyticMS,220.778207,PlanetScope-103d,2017-09-26T12:35:01Z,0,
20170926_123502_103d_3B_AnalyticMS,220.8488585,PlanetScope-103d,2017-09-26T12:35:02Z,0,
20170926_123503_103d_3B_AnalyticMS,220.9023589,PlanetScope-103d,2017-09-26T12:35:03Z,0,
20170926_123504_103d_3B_AnalyticMS,220.9279645,PlanetScope-103d,2017-09-26T12:35:04Z,0,
20170926_123620_100b_3B_AnalyticMS,216.3099187,PlanetScope-100b,2017-09-26T12:36:20Z,0,
20170926_123621_100b_3B_AnalyticMS,216.2871996,PlanetScope-100b,2017-09-26T12:36:21Z,0,
20170926_123622_100b_3B_AnalyticMS,216.3234495,PlanetScope-100b,2017-09-26T12:36:22Z,0,
20170926_123623_100b_3B_AnalyticMS,216.3657447,PlanetScope-100b,2017-09-26T12:36:23Z,0,
20170926_141506_0f42_3B_AnalyticMS,212.4884314,PlanetScope-0f42,2017-09-26T14:15:06Z,0,
20170926_141507_0f42_3B_AnalyticMS,212.7103328,PlanetScope-0f42,2017-09-26T14:15:07Z,0,
20170926_141508_0f42_3B_AnalyticMS,212.9165216,PlanetScope-0f42,2017-09-26T14:15:08Z,0,
20170926_143541_1054_3B_AnalyticMS,192.4423543,PlanetScope-1054,2017-09-26T14:35:41Z,0,
20170926_143542_1054_3B_AnalyticMS,192.5064027,PlanetScope-1054,2017-09-26T14:35:42Z,0,
20170926_143543_1054_3B_AnalyticMS,192.5013767,PlanetScope-1054,2017-09-26T14:35:43Z,0,
20170926_143544_1_1054_3B_AnalyticMS,192.3312703,PlanetScope-1054,2017-09-26T14:35:44Z,0,
20170926_143544_1054_3B_AnalyticMS,192.4397379,PlanetScope-1054,2017-09-26T14:35:44Z,0,
20170926_143643_1020_3B_AnalyticMS,185.5645654,PlanetScope-1020,2017-09-26T14:36:43Z,0,
20170926_143645_1020_3B_AnalyticMS,187.7207421,PlanetScope-1020,2017-09-26T14:36:45Z,0,
20170926_143646_1020_3B_AnalyticMS,187.9219669,PlanetScope-1020,2017-09-26T14:36:46Z,0,
20170928_122149_101f_3B_Analytic,217.7478501,PlanetScope-101f,2017-09-28T12:21:49Z,1,
20170928_122510_1029_3B_Analytic,221.3884687,PlanetScope-1029,2017-09-28T12:25:10Z,0,
20170928_122511_1029_3B_Analytic,221.3205535,PlanetScope-1029,2017-09-28T12:25:11Z,0,
20170928_122631_0e14_3B_Analytic,228.928792,PlanetScope-0e14,2017-09-28T12:26:31Z,10,
20170928_123255_1018_3B_Analytic,214.8954587,PlanetScope-1018,2017-09-28T12:32:55Z,0,
20170928_123256_1018_3B_Analytic,214.9570671,PlanetScope-1018,2017-09-28T12:32:56Z,0,
20170928_123511_1005_3B_Analytic,222.2702816,PlanetScope-1005,2017-09-28T12:35:11Z,0,
20170928_123512_1005_3B_Analytic,222.3897231,PlanetScope-1005,2017-09-28T12:35:12Z,0,
20171001_122219_0f17_3B_Analytic,221.5077729,PlanetScope-0f17,2017-10-01T12:22:19Z,0,
20171001_122429_103d_3B_Analytic,219.4387988,PlanetScope-103d,2017-10-01T12:24:29Z,0,
20171001_122430_103d_3B_Analytic,219.4445869,PlanetScope-103d,2017-10-01T12:24:30Z,0,
20171001_123357_0f15_3B_Analytic,221.4905543,PlanetScope-0f15,2017-10-01T12:33:57Z,30,
20171001_123358_0f15_3B_Analytic,221.4478151,PlanetScope-0f15,2017-10-01T12:33:58Z,16,
20171001_123505_0f12_3B_Analytic,218.5197927,PlanetScope-0f12,2017-10-01T12:35:05Z,21,
20171004_123313_0f4e_3B_Analytic,218.8006767,PlanetScope-0f4e,2017-10-04T12:33:13Z,7,
20171004_123624_0e0e_3B_Analytic,227.9680544,PlanetScope-0e0e,2017-10-04T12:36:24Z,50,
20171007_122024_0f35_3B_AnalyticMS,219.3509218,PlanetScope-0f35,2017-10-07T12:20:24Z,0,
20171007_122024_0f35_3B_Analytic,219.3719452,PlanetScope-0f35,2017-10-07T12:20:24Z,6,
20171007_122025_0f35_3B_AnalyticMS,219.4584481,PlanetScope-0f35,2017-10-07T12:20:25Z,0,
20171007_122025_0f35_3B_Analytic,219.4638779,PlanetScope-0f35,2017-10-07T12:20:25Z,24,
20171007_122229_1003_3B_Analytic,218.7194743,PlanetScope-1003,2017-10-07T12:22:29Z,28,
20171010_101438_1_0c27_3B_Analytic,101.0403738,PlanetScope-0c27,2017-10-10T10:14:38Z,0,
20171010_101438_0c27_3B_Analytic,101.0249967,PlanetScope-0c27,2017-10-10T10:14:38Z,0,
20171010_122413_103d_3B_Analytic,221.1762554,PlanetScope-103d,2017-10-10T12:24:13Z,0,
20171010_122414_103d_3B_Analytic,221.1618504,PlanetScope-103d,2017-10-10T12:24:14Z,0,
20171010_123757_0e0f_3B_Analytic,224.7813123,PlanetScope-0e0f,2017-10-10T12:37:57Z,0,
20171010_123758_0e0f_3B_Analytic,224.7442437,PlanetScope-0e0f,2017-10-10T12:37:58Z,0,
20171010_142018_0f1a_3B_Analytic,194.8510923,PlanetScope-0f1a,2017-10-10T14:20:18Z,0,
20171013_123243_0f4e_3B_Analytic,221.6850532,PlanetScope-0f4e,2017-10-13T12:32:43Z,0,
20171013_123244_0f4e_3B_Analytic,221.7864633,PlanetScope-0f4e,2017-10-13T12:32:44Z,0,
20171013_123454_102e_3B_Analytic,221.6570216,PlanetScope-102e,2017-10-13T12:34:54Z,0,
20171013_123456_102e_3B_Analytic,221.5708143,PlanetScope-102e,2017-10-13T12:34:56Z,0,
20171013_141949_0f21_3B_Analytic,194.1123214,PlanetScope-0f21,2017-10-13T14:19:49Z,9,
20171013_141950_0f21_3B_Analytic,194.1225851,PlanetScope-0f21,2017-10-13T14:19:50Z,2,
20171013_142201_0f1a_3B_Analytic,195.304865,PlanetScope-0f1a,2017-10-13T14:22:01Z,0,
20171013_142202_0f1a_3B_Analytic,195.0639926,PlanetScope-0f1a,2017-10-13T14:22:02Z,0,
20171018_122131_0f4e_3B_AnalyticMS,222.1084169,PlanetScope-0f4e,2017-10-18T12:21:31Z,0,
20171018_122132_0f4e_3B_AnalyticMS,221.9969262,PlanetScope-0f4e,2017-10-18T12:21:32Z,0,
20171018_122250_1044_3B_AnalyticMS,219.8645504,PlanetScope-1044,2017-10-18T12:22:50Z,0,
20171018_122251_1044_3B_AnalyticMS,219.8335879,PlanetScope-1044,2017-10-18T12:22:51Z,0,
20171018_122252_1044_3B_AnalyticMS,219.906539,PlanetScope-1044,2017-10-18T12:22:52Z,0,
20171018_122253_1044_3B_AnalyticMS,219.9790247,PlanetScope-1044,2017-10-18T12:22:53Z,0,
20171018_122335_102e_3B_AnalyticMS,221.83036,PlanetScope-102e,2017-10-18T12:23:35Z,0,
20171018_122336_102e_3B_AnalyticMS,221.8675976,PlanetScope-102e,2017-10-18T12:23:36Z,0,
20171018_122505_1040_3B_AnalyticMS,220.7124132,PlanetScope-1040,2017-10-18T12:25:05Z,0,
20171018_122506_1040_3B_AnalyticMS,220.684834,PlanetScope-1040,2017-10-18T12:25:06Z,0,
20171018_123307_0f34_3B_AnalyticMS,221.448722,PlanetScope-0f34,2017-10-18T12:33:07Z,0,
20171018_123308_0f34_3B_AnalyticMS,221.5985501,PlanetScope-0f34,2017-10-18T12:33:08Z,0,
20171018_123310_0f34_3B_AnalyticMS,221.6581407,PlanetScope-0f34,2017-10-18T12:33:10Z,0,
20171018_123311_0f34_3B_AnalyticMS,221.7314572,PlanetScope-0f34,2017-10-18T12:33:11Z,0,
20171018_123312_0f34_3B_AnalyticMS,221.7921455,PlanetScope-0f34,2017-10-18T12:33:12Z,0,
20171018_123528_0f25_3B_AnalyticMS,214.9165287,PlanetScope-0f25,2017-10-18T12:35:28Z,0,
20171018_123529_0f25_3B_AnalyticMS,214.9602539,PlanetScope-0f25,2017-10-18T12:35:29Z,0,
20171018_123530_0f25_3B_AnalyticMS,215.0149896,PlanetScope-0f25,2017-10-18T12:35:30Z,0,
20171018_123531_0f25_3B_AnalyticMS,215.0300067,PlanetScope-0f25,2017-10-18T12:35:31Z,0,
20171018_123532_0f25_3B_AnalyticMS,215.0693323,PlanetScope-0f25,2017-10-18T12:35:32Z,0,
20171018_123624_103a_3B_AnalyticMS,217.1463345,PlanetScope-103a,2017-10-18T12:36:24Z,0,
20171018_123625_103a_3B_AnalyticMS,217.2216388,PlanetScope-103a,2017-10-18T12:36:25Z,0,
20171018_123626_103a_3B_AnalyticMS,217.2091354,PlanetScope-103a,2017-10-18T12:36:26Z,0,
20171018_123627_103a_3B_AnalyticMS,217.2427994,PlanetScope-103a,2017-10-18T12:36:27Z,0,
20171018_123628_103a_3B_AnalyticMS,217.1556329,PlanetScope-103a,2017-10-18T12:36:28Z,0,
20171018_123658_0e16_3B_AnalyticMS,222.4971239,PlanetScope-0e16,2017-10-18T12:36:58Z,0,
20171018_123659_0e16_3B_AnalyticMS,222.4335377,PlanetScope-0e16,2017-10-18T12:36:59Z,0,
20171018_123700_0e16_3B_AnalyticMS,222.6592393,PlanetScope-0e16,2017-10-18T12:37:00Z,0,
20171018_123701_0e16_3B_AnalyticMS,222.6648522,PlanetScope-0e16,2017-10-18T12:37:01Z,0,
20171018_123702_0e16_3B_AnalyticMS,222.6856179,PlanetScope-0e16,2017-10-18T12:37:02Z,0,
20171018_141516_0f17_3B_AnalyticMS,219.6875056,PlanetScope-0f17,2017-10-18T14:15:16Z,0,
20171018_141517_0f17_3B_AnalyticMS,220.3585708,PlanetScope-0f17,2017-10-18T14:15:17Z,0,
20171018_141518_0f17_3B_AnalyticMS,220.7362749,PlanetScope-0f17,2017-10-18T14:15:18Z,0,
20171018_141519_0f17_3B_AnalyticMS,220.9825478,PlanetScope-0f17,2017-10-18T14:15:19Z,0,
20171018_141639_0f28_3B_AnalyticMS,216.2503003,PlanetScope-0f28,2017-10-18T14:16:39Z,0,
20171018_141640_0f28_3B_AnalyticMS,216.4055599,PlanetScope-0f28,2017-10-18T14:16:40Z,0,
20171018_141641_0f28_3B_AnalyticMS,216.893312,PlanetScope-0f28,2017-10-18T14:16:41Z,0,
20171018_141802_0e26_3B_AnalyticMS,224.3001336,PlanetScope-0e26,2017-10-18T14:18:02Z,0,
20171018_141803_0e26_3B_AnalyticMS,224.5416531,PlanetScope-0e26,2017-10-18T14:18:03Z,0,
20171018_141805_0e26_3B_AnalyticMS,224.7535475,PlanetScope-0e26,2017-10-18T14:18:05Z,0,
20171018_141806_0e26_3B_AnalyticMS,224.9021114,PlanetScope-0e26,2017-10-18T14:18:06Z,0,
20171018_142044_104a_3B_AnalyticMS,195.6659162,PlanetScope-104a,2017-10-18T14:20:44Z,0,
20171018_142045_104a_3B_AnalyticMS,195.7795034,PlanetScope-104a,2017-10-18T14:20:45Z,0,
20171018_160640_1053_3B_AnalyticMS,195.2203849,PlanetScope-1053,2017-10-18T16:06:40Z,0,
20171018_160641_1053_3B_AnalyticMS,195.2998962,PlanetScope-1053,2017-10-18T16:06:41Z,0,
20171018_160642_1053_3B_AnalyticMS,195.2683695,PlanetScope-1053,2017-10-18T16:06:42Z,0,
20171018_160643_1053_3B_AnalyticMS,194.9619938,PlanetScope-1053,2017-10-18T16:06:43Z,0,
20171019_122408_0e26_3B_Analytic,227.4798689,PlanetScope-0e26,2017-10-19T12:24:08Z,0,
20171019_123409_0f12_3B_Analytic,221.7092163,PlanetScope-0f12,2017-10-19T12:34:09Z,4,
20171019_123410_0f12_3B_Analytic,221.8170454,PlanetScope-0f12,2017-10-19T12:34:10Z,4,
20171019_123942_0e0f_3B_Analytic,224.7395926,PlanetScope-0e0f,2017-10-19T12:39:42Z,0,
20171019_123943_0e0f_3B_Analytic,224.7133258,PlanetScope-0e0f,2017-10-19T12:39:43Z,0,
20171019_142201_0f4a_3B_Analytic,195.617955,PlanetScope-0f4a,2017-10-19T14:22:01Z,0,
20171025_123551_1007_3B_Analytic,222.0207197,PlanetScope-1007,2017-10-25T12:35:51Z,0,
20171025_124030_0e19_3B_Analytic,227.6762802,PlanetScope-0e19,2017-10-25T12:40:30Z,0,
20171028_122529_0f31_3B_Analytic,222.94826,PlanetScope-0f31,2017-10-28T12:25:29Z,0,
20171028_122530_0f31_3B_Analytic,222.8943355,PlanetScope-0f31,2017-10-28T12:25:30Z,31,
20171028_123424_1014_3B_Analytic,227.248769,PlanetScope-1014,2017-10-28T12:34:24Z,28,
20171028_123543_1035_3B_Analytic,223.0772274,PlanetScope-1035,2017-10-28T12:35:43Z,66,
20171029_141815_1007_3B_AnalyticMS,220.6260406,PlanetScope-1007,2017-10-29T14:18:15Z,0,
20171029_141816_1007_3B_AnalyticMS,221.1339986,PlanetScope-1007,2017-10-29T14:18:16Z,0,
20171029_141817_1007_3B_AnalyticMS,221.6361169,PlanetScope-1007,2017-10-29T14:18:17Z,0,
20171029_141818_1007_3B_AnalyticMS,221.7785221,PlanetScope-1007,2017-10-29T14:18:18Z,0,
20171029_184056_0c43_3B_AnalyticMS,107.8942762,PlanetScope-0c43,2017-10-29T18:40:56Z,0,
20171029_184057_1_0c43_3B_AnalyticMS,107.9238169,PlanetScope-0c43,2017-10-29T18:40:57Z,0,
20171029_184057_0c43_3B_AnalyticMS,108.0015073,PlanetScope-0c43,2017-10-29T18:40:57Z,0,
20171029_184058_0c43_3B_AnalyticMS,107.8142914,PlanetScope-0c43,2017-10-29T18:40:58Z,0,
20171029_184059_0c43_3B_AnalyticMS,107.7630428,PlanetScope-0c43,2017-10-29T18:40:59Z,0,
20171103_122458_1002_3B_Analytic,225.9598214,PlanetScope-1002,2017-11-03T12:24:58Z,58,
20171103_123327_1007_3B_Analytic,225.7402106,PlanetScope-1007,2017-11-03T12:33:27Z,0,
20171103_123328_1007_3B_Analytic,225.8763115,PlanetScope-1007,2017-11-03T12:33:28Z,0,
20171103_123513_102d_3B_Analytic,222.8968129,PlanetScope-102d,2017-11-03T12:35:13Z,0,
20171103_123602_1024_3B_Analytic,227.6667496,PlanetScope-1024,2017-11-03T12:36:02Z,0,
20171103_141705_100d_3B_Analytic,200.3600221,PlanetScope-100d,2017-11-03T14:17:05Z,1,
20171109_122219_1042_3B_Analytic,222.9819882,PlanetScope-1042,2017-11-09T12:22:19Z,26,
20171109_122220_1042_3B_Analytic,222.9527301,PlanetScope-1042,2017-11-09T12:22:20Z,33,
20171109_141814_101b_3B_AnalyticMS,222.1888898,PlanetScope-101b,2017-11-09T14:18:14Z,25,
20171109_141815_101b_3B_AnalyticMS,222.6011411,PlanetScope-101b,2017-11-09T14:18:15Z,12,
20171112_122214_102c_3B_Analytic,227.5126301,PlanetScope-102c,2017-11-12T12:22:14Z,0,
20171112_123759_1039_3B_Analytic,227.1449354,PlanetScope-1039,2017-11-12T12:37:59Z,0,
20171112_123800_1039_3B_Analytic,227.1439509,PlanetScope-1039,2017-11-12T12:38:00Z,0,
20171112_141812_101c_3B_Analytic,198.8770215,PlanetScope-101c,2017-11-12T14:18:12Z,2,
20171112_142741_0f24_3B_Analytic,198.0042318,PlanetScope-0f24,2017-11-12T14:27:41Z,0,
20171112_142742_0f24_3B_Analytic,197.9630566,PlanetScope-0f24,2017-11-12T14:27:42Z,0,
20171115_122311_0f38_3B_Analytic,228.6207213,PlanetScope-0f38,2017-11-15T12:23:11Z,0,
20171115_123911_0f1b_3B_Analytic,239.0799879,PlanetScope-0f1b,2017-11-15T12:39:11Z,0,
20171115_123912_0f1b_3B_Analytic,238.910183,PlanetScope-0f1b,2017-11-15T12:39:12Z,0,
20171115_141504_100d_3B_Analytic,201.6693977,PlanetScope-100d,2017-11-15T14:15:04Z,0,
20171115_142630_0f4a_3B_Analytic,202.3838777,PlanetScope-0f4a,2017-11-15T14:26:30Z,6,
20171115_142631_0f4a_3B_Analytic,202.5386584,PlanetScope-0f4a,2017-11-15T14:26:31Z,17,
20171118_123523_0f52_3B_Analytic,225.8781619,PlanetScope-0f52,2017-11-18T12:35:23Z,13,
20171118_123524_0f52_3B_Analytic,225.9933528,PlanetScope-0f52,2017-11-18T12:35:24Z,18,
20171118_123826_0e0e_3B_Analytic,217.6005481,PlanetScope-0e0e,2017-11-18T12:38:26Z,18,
20171118_123827_0e0e_3B_Analytic,217.4494845,PlanetScope-0e0e,2017-11-18T12:38:27Z,17,
20171120_141702_1018_3B_AnalyticMS,218.9462349,PlanetScope-1018,2017-11-20T14:17:02Z,0,
20171120_141703_1018_3B_AnalyticMS,219.3824423,PlanetScope-1018,2017-11-20T14:17:03Z,0,
20171120_141704_1018_3B_AnalyticMS,219.7126277,PlanetScope-1018,2017-11-20T14:17:04Z,0,
20171120_141705_1018_3B_AnalyticMS,220.0838383,PlanetScope-1018,2017-11-20T14:17:05Z,0,
20171120_160138_1052_3B_AnalyticMS,198.1288973,PlanetScope-1052,2017-11-20T16:01:38Z,2,
20171120_160139_1_1052_3B_AnalyticMS,198.1027014,PlanetScope-1052,2017-11-20T16:01:39Z,0,
20171120_160139_1052_3B_AnalyticMS,198.1568342,PlanetScope-1052,2017-11-20T16:01:39Z,0,
20171121_164043_1_0c81_3B_Analytic,86.88427694,PlanetScope-0c81,2017-11-21T16:40:43Z,31,
20171121_164043_0c81_3B_Analytic,86.68053557,PlanetScope-0c81,2017-11-21T16:40:43Z,39,
20171124_122325_0f42_3B_Analytic,224.1883455,PlanetScope-0f42,2017-11-24T12:23:25Z,0,
20171124_122356_0f15_3B_Analytic,229.9655725,PlanetScope-0f15,2017-11-24T12:23:56Z,0,
20171124_123540_1023_3B_Analytic,225.3554571,PlanetScope-1023,2017-11-24T12:35:40Z,41,
20171124_123541_1023_3B_Analytic,225.3478928,PlanetScope-1023,2017-11-24T12:35:41Z,50,
20171124_123640_0f1b_3B_Analytic,226.4761856,PlanetScope-0f1b,2017-11-24T12:36:40Z,3,
20171124_123641_0f1b_3B_Analytic,226.4948539,PlanetScope-0f1b,2017-11-24T12:36:41Z,15,
20171130_130814_1_0c65_3B_Analytic,89.50343021,PlanetScope-0c65,2017-11-30T13:08:14Z,18,
20171201_141804_0f25_3B_AnalyticMS,214.8200042,PlanetScope-0f25,2017-12-01T14:18:04Z,0,
20171201_141805_0f25_3B_AnalyticMS,215.1376427,PlanetScope-0f25,2017-12-01T14:18:05Z,0,
20171201_141806_0f25_3B_AnalyticMS,215.485626,PlanetScope-0f25,2017-12-01T14:18:06Z,0,
20171201_141807_0f25_3B_AnalyticMS,215.7502307,PlanetScope-0f25,2017-12-01T14:18:07Z,0,
20171201_145343_1_0d06_3B_AnalyticMS,92.41985622,PlanetScope-0d06,2017-12-01T14:53:43Z,0,
20171201_145343_0d06_3B_AnalyticMS,92.48255695,PlanetScope-0d06,2017-12-01T14:53:43Z,0,
20171201_145344_0d06_3B_AnalyticMS,92.27752629,PlanetScope-0d06,2017-12-01T14:53:44Z,0,
20171201_155958_0f4d_3B_AnalyticMS,195.9214137,PlanetScope-0f4d,2017-12-01T15:59:58Z,6,
20171201_155959_0f4d_3B_AnalyticMS,195.7927925,PlanetScope-0f4d,2017-12-01T15:59:59Z,3,
20171201_160000_0f4d_3B_AnalyticMS,195.5278033,PlanetScope-0f4d,2017-12-01T16:00:00Z,0,
20171203_123615_1009_3B_Analytic,225.1118191,PlanetScope-1009,2017-12-03T12:36:15Z,55,
20171203_123616_1009_3B_Analytic,225.2598664,PlanetScope-1009,2017-12-03T12:36:16Z,44,
20171203_123723_0f18_3B_Analytic,222.1472765,PlanetScope-0f18,2017-12-03T12:37:23Z,73,
20171203_123724_0f18_3B_Analytic,222.2114626,PlanetScope-0f18,2017-12-03T12:37:24Z,49,
20171206_103245_1_0c81_3B_Analytic,85.20545349,PlanetScope-0c81,2017-12-06T10:32:45Z,73,
20171206_124132_0e16_3B_Analytic,208.0890258,PlanetScope-0e16,2017-12-06T12:41:32Z,72,
20171212_141750_102c_3B_AnalyticMS,216.9923989,PlanetScope-102c,2017-12-12T14:17:50Z,0,
20171212_141751_102c_3B_AnalyticMS,217.2552005,PlanetScope-102c,2017-12-12T14:17:51Z,0,
20171212_141752_102c_3B_AnalyticMS,217.6465546,PlanetScope-102c,2017-12-12T14:17:52Z,0,
20171212_141753_102c_3B_AnalyticMS,217.9971934,PlanetScope-102c,2017-12-12T14:17:53Z,0,
20171215_122522_0f34_3B_Analytic,219.7831163,PlanetScope-0f34,2017-12-15T12:25:22Z,0,
20171215_122749_0f25_3B_Analytic,213.7545577,PlanetScope-0f25,2017-12-15T12:27:49Z,2,
20171215_123643_0f28_3B_Analytic,218.3591571,PlanetScope-0f28,2017-12-15T12:36:43Z,12,
20171215_123644_0f28_3B_Analytic,218.4206097,PlanetScope-0f28,2017-12-15T12:36:44Z,7,
20171215_142507_0f44_3B_Analytic,191.1738878,PlanetScope-0f44,2017-12-15T14:25:07Z,21,
20171215_142508_0f44_3B_Analytic,191.2186364,PlanetScope-0f44,2017-12-15T14:25:08Z,34,
20171218_122544_1039_3B_Analytic,222.3937255,PlanetScope-1039,2017-12-18T12:25:44Z,3,
20171218_122545_1039_3B_Analytic,222.6193002,PlanetScope-1039,2017-12-18T12:25:45Z,0,
20171218_122855_0e19_3B_Analytic,216.3132349,PlanetScope-0e19,2017-12-18T12:28:55Z,0,
20171218_123637_101e_3B_Analytic,220.1815707,PlanetScope-101e,2017-12-18T12:36:37Z,2,
20171218_123638_101e_3B_Analytic,220.2347725,PlanetScope-101e,2017-12-18T12:36:38Z,24,
20171218_123900_1042_3B_Analytic,214.1526363,PlanetScope-1042,2017-12-18T12:39:00Z,11,
20171218_123901_1042_3B_Analytic,214.4480492,PlanetScope-1042,2017-12-18T12:39:01Z,4,
20171223_122758_1038_3B_AnalyticMS,219.3250479,PlanetScope-1038,2017-12-23T12:27:58Z,0,
20171223_123726_1013_3B_AnalyticMS,215.8848493,PlanetScope-1013,2017-12-23T12:37:26Z,0,
20171223_123945_0e3a_3B_AnalyticMS,215.3745659,PlanetScope-0e3a,2017-12-23T12:39:45Z,0,
20171223_123946_0e3a_3B_AnalyticMS,215.249657,PlanetScope-0e3a,2017-12-23T12:39:46Z,0,
20171223_123947_0e3a_3B_AnalyticMS,215.3330147,PlanetScope-0e3a,2017-12-23T12:39:47Z,0,
20171223_140950_1053_3B_AnalyticMS,192.6133701,PlanetScope-1053,2017-12-23T14:09:50Z,0,
20171223_140952_1053_3B_AnalyticMS,192.5460737,PlanetScope-1053,2017-12-23T14:09:52Z,8,
20171223_140953_1053_3B_AnalyticMS,192.5865261,PlanetScope-1053,2017-12-23T14:09:53Z,27,
20171223_141904_103a_3B_AnalyticMS,210.5474511,PlanetScope-103a,2017-12-23T14:19:04Z,0,
20171223_141905_103a_3B_AnalyticMS,210.9323,PlanetScope-103a,2017-12-23T14:19:05Z,0,
20171223_141906_103a_3B_AnalyticMS,211.1051365,PlanetScope-103a,2017-12-23T14:19:06Z,0,
20171223_141907_103a_3B_AnalyticMS,211.2334201,PlanetScope-103a,2017-12-23T14:19:07Z,0,
20171223_155620_0f4b_3B_AnalyticMS,184.2708544,PlanetScope-0f4b,2017-12-23T15:56:20Z,9,
20171223_155621_0f4b_3B_AnalyticMS,184.3215013,PlanetScope-0f4b,2017-12-23T15:56:21Z,1,
20171223_155622_0f4b_3B_AnalyticMS,184.2751283,PlanetScope-0f4b,2017-12-23T15:56:22Z,0,
20171223_155623_0f4b_3B_AnalyticMS,184.0030585,PlanetScope-0f4b,2017-12-23T15:56:23Z,0,
20171224_122818_0f43_3B_Analytic,215.7088736,PlanetScope-0f43,2017-12-24T12:28:18Z,2,
20171224_123640_0f51_3B_Analytic,217.813113,PlanetScope-0f51,2017-12-24T12:36:40Z,64,
20171224_123641_0f51_3B_Analytic,217.8281135,PlanetScope-0f51,2017-12-24T12:36:41Z,50,
20171224_140907_0f4a_3B_Analytic,188.437642,PlanetScope-0f4a,2017-12-24T14:09:07Z,42,
20171227_142120_0f33_3B_Analytic,185.2792316,PlanetScope-0f33,2017-12-27T14:21:20Z,35,
20171227_142121_0f33_3B_Analytic,185.2111454,PlanetScope-0f33,2017-12-27T14:21:21Z,12,
20180102_122540_0f17_3B_Analytic,219.1921623,PlanetScope-0f17,2018-01-02T12:25:40Z,58,
20180102_122825_103d_3B_Analytic,217.0877983,PlanetScope-103d,2018-01-02T12:28:25Z,13,
