id,area_kmsq,landsat:scene_id,platform,datetime,eo:cloud_cover,annotated_sites
LC08_L1TP_021030_20150726_20200908_02_T1,36585.07,LC80210302015207LGN01,LANDSAT_8,2015-07-26T16:21:56.621479Z,19.42,
LC08_L2SP_021030_20150726_20200908_02_T1_SR,36585.07,LC80210302015207LGN01,LANDSAT_8,2015-07-26T16:21:56.621479Z,19.42,
LC08_L1TP_028031_20150727_20200908_02_T1,1802.441461,LC80280312015208LGN01,LANDSAT_8,2015-07-27T17:05:36.489626Z,76.12,
LC08_L2SP_028031_20150727_20200908_02_T1_SR,36566.50168,LC80280312015208LGN01,LANDSAT_8,2015-07-27T17:05:36.489626Z,76.12,
LC08_L1TP_028032_20150727_20200908_02_T1,739.74,LC80280322015208LGN01,LANDSAT_8,2015-07-27T17:06:00.376427Z,75.92,
LC08_L2SP_028032_20150727_20200908_02_T1_SR,36550.26253,LC80280322015208LGN01,LANDSAT_8,2015-07-27T17:06:00.376427Z,75.92,
LC08_L1TP_003072_20150728_20200909_02_T1,1549.893574,LC80030722015209LGN01,LANDSAT_8,2015-07-28T14:47:26.312351Z,45.49,
LC08_L2SP_003072_20150728_20200909_02_T1_SR,36562.29506,LC80030722015209LGN01,LANDSAT_8,2015-07-28T14:47:26.312351Z,45.49,
LC08_L1TP_019036_20150728_20200908_02_T1,2289.88338,LC80190362015209LGN02,LANDSAT_8,2015-07-28T16:11:58.667584Z,14.37,
LC08_L2SP_019036_20150728_20200908_02_T1_SR,36516.49735,LC80190362015209LGN02,LANDSAT_8,2015-07-28T16:11:58.667584Z,14.37,
LC08_L1TP_163042_20150729_20200908_02_T1,18595.1308,LC81630422015210LGN01,LANDSAT_8,2015-07-29T07:04:19.583160Z,0.53,"BH_R001_0016, BH_R001_0021, BH_R001_0026, BH_R001_0031"
LC08_L2SP_163042_20150729_20200908_02_T1_SR,36505.95663,LC81630422015210LGN01,LANDSAT_8,2015-07-29T07:04:19.583160Z,0.53,
LC08_L1GT_195027_20150729_20200908_02_T2,19254.90802,LC81950272015210LGN02,LANDSAT_8,2015-07-29T10:16:07.319651Z,99.02,
LC08_L2SP_195027_20150729_20200908_02_T2_SR,36562.59202,LC81950272015210LGN02,LANDSAT_8,2015-07-29T10:16:07.319651Z,99.02,
LC08_L1TP_195028_20150729_20200908_02_T1,4774.22,LC81950282015210LGN02,LANDSAT_8,2015-07-29T10:16:31.210688Z,91.58,
LC08_L2SP_195028_20150729_20200908_02_T1_SR,36554.99341,LC81950282015210LGN02,LANDSAT_8,2015-07-29T10:16:31.210688Z,91.58,
LC08_L1TP_042033_20150729_20200908_02_T1,1132.237803,LC80420332015210LGN01,LANDSAT_8,2015-07-29T18:32:56.069264Z,0.04,"US_R005_0024, US_R005_0029"
LC08_L2SP_042033_20150729_20200908_02_T1_SR,36448.66574,LC80420332015210LGN01,LANDSAT_8,2015-07-29T18:32:56.069264Z,0.04,
LC08_L1TP_074090_20150729_20200908_02_T1,1269.155745,LC80740902015210LGN01,LANDSAT_8,2015-07-29T22:13:25.654836Z,2.21,"NZ_R001_0013, NZ_R001_0030, NZ_R001_0041, NZ_R001_0060, NZ_R002_0005, NZ_R002_0019, NZ_R002_0021, NZ_R002_0022, NZ_R002_0024, NZ_R002_0025, NZ_R002_0027, NZ_R002_0029, NZ_R002_0073"
LC08_L2SP_074090_20150729_20200908_02_T1_SR,36963.55487,LC80740902015210LGN01,LANDSAT_8,2015-07-29T22:13:25.654836Z,2.21,
LC08_L1TP_170083_20150730_20200908_02_T1,612.2695382,LC81700832015211LGN01,LANDSAT_8,2015-07-30T08:03:56.342509Z,0.08,
LC08_L2SP_170083_20150730_20200908_02_T1_SR,36829.75426,LC81700832015211LGN01,LANDSAT_8,2015-07-30T08:03:56.342509Z,0.08,
LC08_L1TP_170084_20150730_20200908_02_T1,1235.380248,LC81700842015211LGN01,LANDSAT_8,2015-07-30T08:04:20.292851Z,39.54,
LC08_L2SP_170084_20150730_20200908_02_T1_SR,36870.82396,LC81700842015211LGN01,LANDSAT_8,2015-07-30T08:04:20.292851Z,39.54,
LC08_L1TP_186022_20150730_20200909_02_T1,1699.674669,LC81860222015211LGN01,LANDSAT_8,2015-07-30T09:18:30.684752Z,55.12,
LC08_L2SP_186022_20150730_20200909_02_T1_SR,36661.66031,LC81860222015211LGN01,LANDSAT_8,2015-07-30T09:18:30.684752Z,55.12,
LC08_L1TP_218075_20150730_20200908_02_T1,1033.000847,LC82180752015211LGN01,LANDSAT_8,2015-07-30T12:57:23.765784Z,5.62,BR_Rxxx_0051
LC08_L2SP_218075_20150730_20200908_02_T1_SR,36651.55474,LC82180752015211LGN01,LANDSAT_8,2015-07-30T12:57:23.765784Z,5.62,
LC08_L1TP_218076_20150730_20200908_02_T1,1952.648005,LC82180762015211LGN01,LANDSAT_8,2015-07-30T12:57:47.707653Z,31.63,
LC08_L2SP_218076_20150730_20200908_02_T1_SR,36695.23638,LC82180762015211LGN01,LANDSAT_8,2015-07-30T12:57:47.707653Z,31.63,
LC08_L1TP_017039_20150730_20200908_02_T1,1864.60893,LC80170392015211LGN01,LANDSAT_8,2015-07-30T16:00:48.994137Z,48.88,
LC08_L2SP_017039_20150730_20200908_02_T1_SR,36515.51871,LC80170392015211LGN01,LANDSAT_8,2015-07-30T16:00:48.994137Z,48.88,
LC08_L1TP_029031_20150803_20200908_02_T1,656.46521,LC80290312015215LGN01,LANDSAT_8,2015-08-03T17:11:48.084074Z,27.17,
LC08_L2SP_029031_20150803_20200908_02_T1_SR,36561.60394,LC80290312015215LGN01,LANDSAT_8,2015-08-03T17:11:48.084074Z,27.17,
LC08_L1TP_020030_20150804_20200908_02_T1,36582.51016,LC80200302015216LGN01,LANDSAT_8,2015-08-04T16:15:46.776001Z,35.74,
LC08_L2SP_020030_20150804_20200908_02_T1_SR,36582.51016,LC80200302015216LGN01,LANDSAT_8,2015-08-04T16:15:46.776001Z,35.74,
LC08_L1TP_020031_20150804_20200909_02_T1,36569.65,LC80200312015216LGN01,LANDSAT_8,2015-08-04T16:16:10.671274Z,12.35,
LC08_L2SP_020031_20150804_20200909_02_T1_SR,36569.65,LC80200312015216LGN01,LANDSAT_8,2015-08-04T16:16:10.671274Z,12.35,
LC08_L1TP_196027_20150805_20200909_02_T1,5358.232331,LC81960272015217LGN01,LANDSAT_8,2015-08-05T10:22:18.626049Z,1.03,"CH_R002_0026, CH_R002_0029, CH_Rxxx_0070"
LC08_L2SP_196027_20150805_20200909_02_T1_SR,36584.22268,LC81960272015217LGN01,LANDSAT_8,2015-08-05T10:22:18.626049Z,1.03,
LC08_L1TP_043032_20150805_20200908_02_T1,2155.345045,LC80430322015217LGN02,LANDSAT_8,2015-08-05T18:38:43.421110Z,6.13,"US_R005_0008, US_R005_0013, US_R005_0017, US_R005_0024, US_R005_0029, US_R005_0032"
LC08_L2SP_043032_20150805_20200908_02_T1_SR,36492.85,LC80430322015217LGN02,LANDSAT_8,2015-08-05T18:38:43.421110Z,6.13,
LC08_L1TP_043033_20150805_20200909_02_T1,2399.730055,LC80430332015217LGN02,LANDSAT_8,2015-08-05T18:39:07.307911Z,0.08,"US_R005_0016, US_R005_0018"
LC08_L2SP_043033_20150805_20200909_02_T1_SR,36489.68994,LC80430332015217LGN02,LANDSAT_8,2015-08-05T18:39:07.307911Z,0.08,
LC08_L1TP_171083_20150806_20200908_02_T1,1490.003329,LC81710832015218LGN02,LANDSAT_8,2015-08-06T08:10:07.471002Z,0,ZA_R001_0016
LC08_L2SP_171083_20150806_20200908_02_T1_SR,36816.77835,LC81710832015218LGN02,LANDSAT_8,2015-08-06T08:10:07.471002Z,0,
LC08_L1TP_171084_20150806_20200908_02_T1,808.9465945,LC81710842015218LGN02,LANDSAT_8,2015-08-06T08:10:31.421343Z,0.01,
LC08_L2SP_171084_20150806_20200908_02_T1_SR,36862.57806,LC81710842015218LGN02,LANDSAT_8,2015-08-06T08:10:31.421343Z,0.01,
LC08_L1TP_187022_20150806_20200908_02_T1,1698.66188,LC81870222015218LGN01,LANDSAT_8,2015-08-06T09:24:41.817478Z,24.33,
LC08_L2SP_187022_20150806_20200908_02_T1_SR,36660.87782,LC81870222015218LGN01,LANDSAT_8,2015-08-06T09:24:41.817478Z,24.33,
LC08_L1TP_219076_20150806_20200909_02_T1,8480.919686,LC82190762015218LGN01,LANDSAT_8,2015-08-06T13:03:58.789544Z,22.53,"BR_R005_0090, BR_R005_0104"
LC08_L2SP_219076_20150806_20200909_02_T1_SR,36680.30961,LC82190762015218LGN01,LANDSAT_8,2015-08-06T13:03:58.789544Z,22.53,
LC08_L1TP_018036_20150806_20200908_02_T1,1473.696778,LC80180362015218LGN03,LANDSAT_8,2015-08-06T16:05:48.402912Z,55.22,
LC08_L2SP_018036_20150806_20200908_02_T1_SR,36519.82831,LC80180362015218LGN03,LANDSAT_8,2015-08-06T16:05:48.402912Z,55.22,
LC08_L1TP_018037_20150806_20200908_02_T1,707.5495045,LC80180372015218LGN03,LANDSAT_8,2015-08-06T16:06:12.293949Z,40.28,
LC08_L2SP_018037_20150806_20200908_02_T1_SR,36523.97086,LC80180372015218LGN03,LANDSAT_8,2015-08-06T16:06:12.293949Z,40.28,
LC08_L1TP_114034_20150807_20200908_02_T1,11884.15365,LC81140342015219LGN01,LANDSAT_8,2015-08-07T01:58:19.143039Z,28.63,KR_R003_0062
LC08_L2SP_114034_20150807_20200908_02_T1_SR,36544.24585,LC81140342015219LGN01,LANDSAT_8,2015-08-07T01:58:19.143039Z,28.63,
LC08_L1TP_194027_20150807_20200909_02_T1,8861.399975,LC81940272015219LGN01,LANDSAT_8,2015-08-07T10:09:57.453189Z,18.6,
LC08_L2SP_194027_20150807_20200909_02_T1_SR,36563.35,LC81940272015219LGN01,LANDSAT_8,2015-08-07T10:09:57.453189Z,18.6,
LC08_L1TP_041036_20150807_20200908_02_T1,4136.05,LC80410362015219LGN01,LANDSAT_8,2015-08-07T18:27:58.053812Z,6.69,
LC08_L2SP_041036_20150807_20200908_02_T1_SR,36521.12667,LC80410362015219LGN01,LANDSAT_8,2015-08-07T18:27:58.053812Z,6.69,
LC08_L1TP_041037_20150807_20200908_02_T1,2595.510318,LC80410372015219LGN01,LANDSAT_8,2015-08-07T18:28:21.949085Z,86.29,
LC08_L2SP_041037_20150807_20200908_02_T1_SR,36530.26075,LC80410372015219LGN01,LANDSAT_8,2015-08-07T18:28:21.949085Z,86.29,
LC08_L1TP_073090_20150807_20200909_02_T1,1269.155745,LC80730902015219LGN01,LANDSAT_8,2015-08-07T22:07:16.076400Z,68.24,
LC08_L2SP_073090_20150807_20200909_02_T1_SR,36966.83196,LC80730902015219LGN01,LANDSAT_8,2015-08-07T22:07:16.076400Z,68.24,
LC08_L1TP_073091_20150807_20200909_02_T1,753.944733,LC80730912015219LGN01,LANDSAT_8,2015-08-07T22:07:40.043685Z,8.3,
LC08_L2SP_073091_20150807_20200909_02_T1_SR,37006.54017,LC80730912015219LGN01,LANDSAT_8,2015-08-07T22:07:40.043685Z,8.3,
LC08_L1TP_217076_20150808_20200908_02_T1,7909.902203,LC82170762015220LGN01,LANDSAT_8,2015-08-08T12:51:38.468028Z,7.33,"BR_R001_0008, BR_R001_0010, BR_R001_0044, BR_R001_0055, BR_R001_0064, BR_R001_0071, BR_R001_0075, BR_R001_0078, BR_R001_0079, BR_R001_0090, BR_Rxxx_0002, BR_Rxxx_0005, BR_Rxxx_0009, BR_Rxxx_0011, BR_Rxxx_0012, BR_Rxxx_0014, BR_Rxxx_0015, BR_Rxxx_0017, BR_Rxxx_0019, BR_Rxxx_0025, BR_Rxxx_0027, BR_Rxxx_0039, BR_Rxxx_0044, BR_Rxxx_0051, BR_Rxxx_0064, BR_Rxxx_0091, BR_Rxxx_0092, BR_Rxxx_0094, BR_Rxxx_0102, BR_Rxxx_0103, BR_Rxxx_0105"
LC08_L2SP_217076_20150808_20200908_02_T1_SR,36690.68606,LC82170762015220LGN01,LANDSAT_8,2015-08-08T12:51:38.468028Z,7.33,
LC08_L1TP_016039_20150808_20200908_02_T1,1863.850985,LC80160392015220LGN01,LANDSAT_8,2015-08-08T15:54:39.801095Z,23.47,
LC08_L2SP_016039_20150808_20200908_02_T1_SR,36520.65926,LC80160392015220LGN01,LANDSAT_8,2015-08-08T15:54:39.801095Z,23.47,
LC08_L1TP_160042_20150809_20200908_02_T1,1815.525115,LC81600422015221LGN02,LANDSAT_8,2015-08-09T06:45:49.378236Z,0,
LC08_L2SP_160042_20150809_20200908_02_T1_SR,36491.73151,LC81600422015221LGN02,LANDSAT_8,2015-08-09T06:45:49.378236Z,0,
LC08_L1TP_160043_20150809_20200908_02_T1,5798.895091,LC81600432015221LGN02,LANDSAT_8,2015-08-09T06:46:13.269273Z,0,"AE_R001_0059, AE_R001_0209, AE_R001_0223, AE_R001_0246, AE_R001_0251, AE_R001_0316, AE_R001_0325, AE_R001_0327, AE_R001_0331, AE_R001_0350"
LC08_L2SP_160043_20150809_20200908_02_T1_SR,36497.73,LC81600432015221LGN02,LANDSAT_8,2015-08-09T06:46:13.269273Z,0,
LC08_L1TP_021030_20150811_20200908_02_T1,36579.05957,LC80210302015223LGN01,LANDSAT_8,2015-08-11T16:22:00.873953Z,27.7,
LC08_L2SP_021030_20150811_20200908_02_T1_SR,36579.05957,LC80210302015223LGN01,LANDSAT_8,2015-08-11T16:22:00.873953Z,27.7,
LC08_L1TP_028031_20150812_20200908_02_T1,1802.441461,LC80280312015224LGN01,LANDSAT_8,2015-08-12T17:05:41.161652Z,1.52,
LC08_L2SP_028031_20150812_20200908_02_T1_SR,36563.78199,LC80280312015224LGN01,LANDSAT_8,2015-08-12T17:05:41.161652Z,1.52,
LC08_L1TP_028032_20150812_20200909_02_T1,751.28,LC80280322015224LGN01,LANDSAT_8,2015-08-12T17:06:05.048453Z,3.68,
LC08_L2SP_028032_20150812_20200909_02_T1_SR,36556.48145,LC80280322015224LGN01,LANDSAT_8,2015-08-12T17:06:05.048453Z,3.68,
LC08_L1TP_003072_20150813_20200908_02_T1,1549.893574,LC80030722015225LGN01,LANDSAT_8,2015-08-13T14:47:31.357281Z,76.5,
LC08_L2SP_003072_20150813_20200908_02_T1_SR,36565.08045,LC80030722015225LGN01,LANDSAT_8,2015-08-13T14:47:31.357281Z,76.5,
LC08_L1TP_019036_20150813_20200909_02_T1,2289.88338,LC80190362015225LGN01,LANDSAT_8,2015-08-13T16:12:03.729459Z,17.09,
LC08_L2SP_019036_20150813_20200909_02_T1_SR,36510.7052,LC80190362015225LGN01,LANDSAT_8,2015-08-13T16:12:03.729459Z,17.09,
LC08_L1TP_115034_20150814_20200908_02_T1,16749.40882,LC81150342015226LGN01,LANDSAT_8,2015-08-14T02:04:34.435713Z,54.51,
LC08_L2SP_115034_20150814_20200908_02_T1_SR,36540.28,LC81150342015226LGN01,LANDSAT_8,2015-08-14T02:04:34.435713Z,54.51,
LC08_L1TP_163042_20150814_20200908_02_T1,18596.94805,LC81630422015226LGN01,LANDSAT_8,2015-08-14T07:04:24.895021Z,0.64,"BH_R001_0016, BH_R001_0021, BH_R001_0026, BH_R001_0031"
LC08_L2SP_163042_20150814_20200908_02_T1_SR,36502.48048,LC81630422015226LGN01,LANDSAT_8,2015-08-14T07:04:24.895021Z,0.64,
LC08_L1TP_195027_20150814_20200908_02_T1,19278.54687,LC81950272015226LGN01,LANDSAT_8,2015-08-14T10:16:12.690829Z,93.94,
LC08_L2SP_195027_20150814_20200908_02_T1_SR,36557.59109,LC81950272015226LGN01,LANDSAT_8,2015-08-14T10:16:12.690829Z,93.94,
LC08_L1TP_195028_20150814_20200908_02_T1,4799.033514,LC81950282015226LGN01,LANDSAT_8,2015-08-14T10:16:36.577630Z,94.35,
LC08_L2SP_195028_20150814_20200908_02_T1_SR,36560.65198,LC81950282015226LGN01,LANDSAT_8,2015-08-14T10:16:36.577630Z,94.35,
LC08_L1TP_042033_20150814_20200908_02_T1,1117.350048,LC80420332015226LGN01,LANDSAT_8,2015-08-14T18:33:01.576004Z,22.8,
LC08_L2SP_042033_20150814_20200908_02_T1_SR,36449.64153,LC80420332015226LGN01,LANDSAT_8,2015-08-14T18:33:01.576004Z,22.8,
LC08_L1TP_074090_20150814_20200908_02_T1,1269.155745,LC80740902015226LGN02,LANDSAT_8,2015-08-14T22:13:31.229344Z,80.87,
LC08_L2SP_074090_20150814_20200908_02_T1_SR,36970.6693,LC80740902015226LGN02,LANDSAT_8,2015-08-14T22:13:31.229344Z,80.87,
LC08_L1TP_170083_20150815_20200909_02_T1,595.4392597,LC81700832015227LGN01,LANDSAT_8,2015-08-15T08:04:02.077953Z,89.87,
LC08_L2SP_170083_20150815_20200909_02_T1_SR,36836.89501,LC81700832015227LGN01,LANDSAT_8,2015-08-15T08:04:02.077953Z,89.87,
LC08_L1TP_170084_20150815_20200908_02_T1,1213.517007,LC81700842015227LGN01,LANDSAT_8,2015-08-15T08:04:26.032530Z,15.2,
LC08_L2SP_170084_20150815_20200908_02_T1_SR,36881.20832,LC81700842015227LGN01,LANDSAT_8,2015-08-15T08:04:26.032530Z,15.2,
LC08_L1TP_186022_20150815_20200908_02_T1,1697.830516,LC81860222015227LGN01,LANDSAT_8,2015-08-15T09:18:36.445603Z,0.73,"LT_R001_0020, LT_R001_0027, LT_R001_0030, LT_R001_0035, LT_R001_0044, LT_R001_0047, LT_R001_0052, LT_R001_0094, LT_R001_0128, LT_R001_0129"
LC08_L2SP_186022_20150815_20200908_02_T1_SR,36659.90858,LC81860222015227LGN01,LANDSAT_8,2015-08-15T09:18:36.445603Z,0.73,
LC08_L1TP_218075_20150815_20200908_02_T1,1052.352434,LC82180752015227LGN01,LANDSAT_8,2015-08-15T12:57:29.577457Z,6.19,"BR_Rxxx_0039, BR_Rxxx_0051"
LC08_L2SP_218075_20150815_20200908_02_T1_SR,36657.24593,LC82180752015227LGN01,LANDSAT_8,2015-08-15T12:57:29.577457Z,6.19,
LC08_L1TP_218076_20150815_20200909_02_T1,2001.490552,LC82180762015227LGN01,LANDSAT_8,2015-08-15T12:57:53.527798Z,8.61,
LC08_L2SP_218076_20150815_20200909_02_T1_SR,36699.99491,LC82180762015227LGN01,LANDSAT_8,2015-08-15T12:57:53.527798Z,8.61,
LC08_L1TP_017039_20150815_20200909_02_T1,1870.182166,LC80170392015227LGN01,LANDSAT_8,2015-08-15T16:00:54.860868Z,29.37,
LC08_L2SP_017039_20150815_20200909_02_T1_SR,36521.22226,LC80170392015227LGN01,LANDSAT_8,2015-08-15T16:00:54.860868Z,29.37,
LC08_L1TP_029031_20150819_20200908_02_T1,637.2371892,LC80290312015231LGN01,LANDSAT_8,2015-08-19T17:11:55.573176Z,27.59,
LC08_L2SP_029031_20150819_20200908_02_T1_SR,36558.46442,LC80290312015231LGN01,LANDSAT_8,2015-08-19T17:11:55.573176Z,27.59,
LC08_L1TP_020030_20150820_20200908_02_T1,36580.94269,LC80200302015232LGN01,LANDSAT_8,2015-08-20T16:15:54.663415Z,62.88,
LC08_L2SP_020030_20150820_20200908_02_T1_SR,36580.94269,LC80200302015232LGN01,LANDSAT_8,2015-08-20T16:15:54.663415Z,62.88,
LC08_L1TP_020031_20150820_20200908_02_T1,36574.80302,LC80200312015232LGN01,LANDSAT_8,2015-08-20T16:16:18.550216Z,40.07,
LC08_L2SP_020031_20150820_20200908_02_T1_SR,36574.80302,LC80200312015232LGN01,LANDSAT_8,2015-08-20T16:16:18.550216Z,40.07,
LC08_L1TP_196027_20150821_20200908_02_T1,5282.810372,LC81960272015233LGN01,LANDSAT_8,2015-08-21T10:22:26.831127Z,2.13,"CH_R002_0026, CH_R002_0029, CH_R002_0044, CH_R002_0045, CH_Rxxx_0070"
LC08_L2SP_196027_20150821_20200908_02_T1_SR,36588.03197,LC81960272015233LGN01,LANDSAT_8,2015-08-21T10:22:26.831127Z,2.13,
LC08_L1TP_043032_20150821_20200908_02_T1,2160.660795,LC80430322015233LGN01,LANDSAT_8,2015-08-21T18:38:51.765920Z,3.25,US_R005_0034
LC08_L2SP_043032_20150821_20200908_02_T1_SR,36498.13114,LC80430322015233LGN01,LANDSAT_8,2015-08-21T18:38:51.765920Z,3.25,
LC08_L1TP_043033_20150821_20200908_02_T1,2395.884419,LC80430332015233LGN01,LANDSAT_8,2015-08-21T18:39:15.652721Z,3.23,US_R004_0057
LC08_L2SP_043033_20150821_20200908_02_T1_SR,36493.50732,LC80430332015233LGN01,LANDSAT_8,2015-08-21T18:39:15.652721Z,3.23,
LC08_L1TP_171083_20150822_20200908_02_T1,1490.003329,LC81710832015234LGN01,LANDSAT_8,2015-08-22T08:10:16.069938Z,44.59,
LC08_L2SP_171083_20150822_20200908_02_T1_SR,36816.53,LC81710832015234LGN01,LANDSAT_8,2015-08-22T08:10:16.069938Z,44.59,
LC08_L1TP_171084_20150822_20200908_02_T1,801.3138582,LC81710842015234LGN01,LANDSAT_8,2015-08-22T08:10:40.024515Z,18.83,ZA_R001_0044
LC08_L2SP_171084_20150822_20200908_02_T1_SR,36865.88849,LC81710842015234LGN01,LANDSAT_8,2015-08-22T08:10:40.024515Z,18.83,
LC08_L1TP_187022_20150822_20200908_02_T1,1698.66188,LC81870222015234LGN01,LANDSAT_8,2015-08-22T09:24:50.429118Z,35.77,
LC08_L2SP_187022_20150822_20200908_02_T1_SR,36659.85589,LC81870222015234LGN01,LANDSAT_8,2015-08-22T09:24:50.429118Z,35.77,
LC08_L1TP_219076_20150822_20200908_02_T1,8483.138287,LC82190762015234LGN01,LANDSAT_8,2015-08-22T13:04:07.473202Z,14.01,BR_R006_0024
LC08_L2SP_219076_20150822_20200908_02_T1_SR,36688.12602,LC82190762015234LGN01,LANDSAT_8,2015-08-22T13:04:07.473202Z,14.01,
LC08_L1TP_018036_20150822_20200908_02_T1,1510.121108,LC80180362015234LGN01,LANDSAT_8,2015-08-22T16:05:57.133176Z,73.03,
LC08_L2SP_018036_20150822_20200908_02_T1_SR,36519.57102,LC80180362015234LGN01,LANDSAT_8,2015-08-22T16:05:57.133176Z,73.03,
LC08_L1TP_018037_20150822_20200908_02_T1,718.7028319,LC80180372015234LGN01,LANDSAT_8,2015-08-22T16:06:21.024214Z,71.57,
LC08_L2SP_018037_20150822_20200908_02_T1_SR,36520.81,LC80180372015234LGN01,LANDSAT_8,2015-08-22T16:06:21.024214Z,71.57,
LC08_L1TP_114034_20150823_20200908_02_T1,12021.04342,LC81140342015235LGN01,LANDSAT_8,2015-08-23T01:58:27.771652Z,67.28,
LC08_L2SP_114034_20150823_20200908_02_T1_SR,36544.34534,LC81140342015235LGN01,LANDSAT_8,2015-08-23T01:58:27.771652Z,67.28,
LC08_L1TP_194027_20150823_20200908_02_T1,8949.08,LC81940272015235LGN01,LANDSAT_8,2015-08-23T10:10:05.963211Z,48.33,
LC08_L2SP_194027_20150823_20200908_02_T1_SR,36569.09883,LC81940272015235LGN01,LANDSAT_8,2015-08-23T10:10:05.963211Z,48.33,
LC08_L1TP_041036_20150823_20200908_02_T1,4104.675317,LC80410362015235LGN02,LANDSAT_8,2015-08-23T18:28:06.445230Z,12.96,
LC08_L2SP_041036_20150823_20200908_02_T1_SR,36520.00022,LC80410362015235LGN02,LANDSAT_8,2015-08-23T18:28:06.445230Z,12.96,
LC08_L1TP_041037_20150823_20200908_02_T1,2561.518988,LC80410372015235LGN02,LANDSAT_8,2015-08-23T18:28:30.340503Z,75.94,
LC08_L2SP_041037_20150823_20200908_02_T1_SR,36529.38251,LC80410372015235LGN02,LANDSAT_8,2015-08-23T18:28:30.340503Z,75.94,
LC08_L1TP_073090_20150823_20200908_02_T1,1269.155745,LC80730902015235LGN01,LANDSAT_8,2015-08-23T22:07:24.416978Z,37.66,
LC08_L2SP_073090_20150823_20200908_02_T1_SR,36971.09264,LC80730902015235LGN01,LANDSAT_8,2015-08-23T22:07:24.416978Z,37.66,
LC08_L1TP_073091_20150823_20200908_02_T1,743.05789,LC80730912015235LGN01,LANDSAT_8,2015-08-23T22:07:48.380027Z,63.45,
LC08_L2SP_073091_20150823_20200908_02_T1_SR,37001.6,LC80730912015235LGN01,LANDSAT_8,2015-08-23T22:07:48.380027Z,63.45,
LC08_L1TP_217076_20150824_20200908_02_T1,7909.902203,LC82170762015236LGN01,LANDSAT_8,2015-08-24T12:51:46.592595Z,47.77,
LC08_L2SP_217076_20150824_20200908_02_T1_SR,36689.34563,LC82170762015236LGN01,LANDSAT_8,2015-08-24T12:51:46.592595Z,47.77,
LC08_L1TP_016039_20150824_20200908_02_T1,1873.275202,LC80160392015236LGN01,LANDSAT_8,2015-08-24T15:54:47.883301Z,30.37,
LC08_L2SP_016039_20150824_20200908_02_T1_SR,36518.42,LC80160392015236LGN01,LANDSAT_8,2015-08-24T15:54:47.883301Z,30.37,
LC08_L1TP_160042_20150825_20200908_02_T1,1824.333751,LC81600422015237LGN01,LANDSAT_8,2015-08-25T06:45:57.244378Z,1.3,
LC08_L2SP_160042_20150825_20200908_02_T1_SR,36496.92421,LC81600422015237LGN01,LANDSAT_8,2015-08-25T06:45:57.244378Z,1.3,
LC08_L1TP_160043_20150825_20200908_02_T1,5798.895091,LC81600432015237LGN01,LANDSAT_8,2015-08-25T06:46:21.139651Z,0,"AE_R001_0147, AE_R001_0189, AE_R001_0205, AE_R001_0225"
LC08_L2SP_160043_20150825_20200908_02_T1_SR,36484.88675,LC81600432015237LGN01,LANDSAT_8,2015-08-25T06:46:21.139651Z,0,
LC08_L1TP_021030_20150827_20200908_02_T1,36582.37422,LC80210302015239LGN02,LANDSAT_8,2015-08-27T16:22:07.952099Z,60.46,
LC08_L2SP_021030_20150827_20200908_02_T1_SR,36582.37422,LC80210302015239LGN02,LANDSAT_8,2015-08-27T16:22:07.952099Z,60.46,
LC08_L1GT_028031_20150828_20200908_02_T2,1802.441461,LC80280312015240LGN01,LANDSAT_8,2015-08-28T17:05:47.879792Z,96.08,
LC08_L2SP_028031_20150828_20200908_02_T2_SR,36560.54622,LC80280312015240LGN01,LANDSAT_8,2015-08-28T17:05:47.879792Z,96.08,
LC08_L1TP_028032_20150828_20200908_02_T1,748.1468367,LC80280322015240LGN01,LANDSAT_8,2015-08-28T17:06:11.766593Z,73.66,
LC08_L2SP_028032_20150828_20200908_02_T1_SR,36555.22225,LC80280322015240LGN01,LANDSAT_8,2015-08-28T17:06:11.766593Z,73.66,
LC08_L1TP_003072_20150829_20200908_02_T1,1549.893574,LC80030722015241LGN02,LANDSAT_8,2015-08-29T14:47:37.745095Z,35.37,
LC08_L2SP_003072_20150829_20200908_02_T1_SR,36568.53823,LC80030722015241LGN02,LANDSAT_8,2015-08-29T14:47:37.745095Z,35.37,
LC08_L1TP_019036_20150829_20200908_02_T1,2289.88338,LC80190362015241LGN01,LANDSAT_8,2015-08-29T16:12:10.091866Z,79.79,
LC08_L2SP_019036_20150829_20200908_02_T1_SR,36506.12883,LC80190362015241LGN01,LANDSAT_8,2015-08-29T16:12:10.091866Z,79.79,
LC08_L1TP_115034_20150830_20200908_02_T1,16738.80744,LC81150342015242LGN01,LANDSAT_8,2015-08-30T02:04:40.654140Z,10.74,"KR_R003_0012, KR_R003_0052, KR_Rxxx_0020"
LC08_L2SP_115034_20150830_20200908_02_T1_SR,36534.84,LC81150342015242LGN01,LANDSAT_8,2015-08-30T02:04:40.654140Z,10.74,
LC08_L1TP_163042_20150830_20200908_02_T1,18595.6491,LC81630422015242LGN01,LANDSAT_8,2015-08-30T07:04:31.028744Z,0,"BH_R001_0016, BH_R001_0021, BH_R001_0026, BH_R001_0031"
LC08_L2SP_163042_20150830_20200908_02_T1_SR,36501.3776,LC81630422015242LGN01,LANDSAT_8,2015-08-30T07:04:31.028744Z,0,
