id,area_kmsq,nitf:primary_image_identifier,nitf:auxiliary_image_identifier,nitf:source,mission,datetime,eo:cloud_cover,annotated_sites
15JUL01221500-M1BS-011616370010_01_P001,121.754576,M144392000,01JUL15WV021500015JUL01221500-M1BS-011616370010_01_P001,DigitalGlobe Acquired Image,WV02,2015-07-01T22:15:00Z,13,NZ_R001_0001
15JUL01221648-P1BS-500357238010_02_P001,257.6482081,P10D48D000,01JUL15WV031500015JUL01221648-P1BS-500357238010_02_P001         AAE 0AAAAABPABM0,VNIR: 104001000D48D000,WV03,2015-07-01T22:16:48Z,8,NZ_R002_0079
15JUL01221648-P1BS-011616359010_01_P001,105.5406074,P10D48D000,01JUL15WV031500015JUL01221648-P1BS-011616359010_01_P001,DigitalGlobe Acquired Image,WV03,2015-07-01T22:16:48Z,5,
15JUL01221648-M1BS-500357238010_02_P001,258.1626732,M10D48D000,01JUL15WV031500015JUL01221648-M1BS-500357238010_02_P001         GA E0AAAAAAKAAJ0,VNIR: 104001000D48D000,WV03,2015-07-01T22:16:48Z,8,"NZ_R001_0016, NZ_R001_0052, NZ_R001_0060, NZ_R002_0002, NZ_R002_0005, NZ_R002_0010, NZ_R002_0027"
15JUL01221648-M1BS-011616359010_01_P001,106.0126252,M10D48D000,01JUL15WV031500015JUL01221648-M1BS-011616359010_01_P001,DigitalGlobe Acquired Image,WV03,2015-07-01T22:16:48Z,5,"NZ_R001_0000, NZ_R001_0010, NZ_R001_0013, NZ_R001_0029, NZ_R001_0030, NZ_R001_0032, NZ_R001_0033, NZ_R001_0035, NZ_R001_0038, NZ_R001_0039, NZ_R001_0041, NZ_R001_0044, NZ_R002_0020, NZ_R002_0021, NZ_R002_0024, NZ_R002_0025, NZ_R002_0029, NZ_R002_0042, NZ_R002_0086"
15JUL01221650-P1BS-500357238010_02_P002,202.1607285,P10D48D000,01JUL15WV031500015JUL01221650-P1BS-500357238010_02_P002         AAE 0AAAAABPABE0,VNIR: 104001000D48D000,WV03,2015-07-01T22:16:50Z,18,
15JUL01221650-M1BS-500357238010_02_P002,202.6145419,M10D48D000,01JUL15WV031500015JUL01221650-M1BS-500357238010_02_P002         GA E0AAAAAAKAAH0,VNIR: 104001000D48D000,WV03,2015-07-01T22:16:50Z,18,
15JUL03021435-P1BS-014770850010_01_P002,304.2230981,P1440D2600,03JUL15WV020200015JUL03021435-P1BS-014770850010_01_P002,DigitalGlobe Acquired Image,WV02,2015-07-03T02:14:35Z,6,
15JUL03021435-M1BS-014770850010_01_P002,305.0661793,M1440D2600,03JUL15WV020200015JUL03021435-M1BS-014770850010_01_P002,DigitalGlobe Acquired Image,WV02,2015-07-03T02:14:35Z,6,
15JUL03021436-P1BS-014770850010_01_P003,302.8891754,P1440D2600,03JUL15WV020200015JUL03021436-P1BS-014770850010_01_P003,DigitalGlobe Acquired Image,WV02,2015-07-03T02:14:36Z,35,KR_R003_0012
15JUL03021436-M1BS-014770850010_01_P003,303.7335192,M1440D2600,03JUL15WV020200015JUL03021436-M1BS-014770850010_01_P003,DigitalGlobe Acquired Image,WV02,2015-07-03T02:14:36Z,35,KR_R003_0062
15JUL03021437-P1BS-014770850010_01_P004,305.7409674,P1440D2600,03JUL15WV020200015JUL03021437-P1BS-014770850010_01_P004,DigitalGlobe Acquired Image,WV02,2015-07-03T02:14:37Z,31,
15JUL03021437-M1BS-014770850010_01_P004,306.5901231,M1440D2600,03JUL15WV020200015JUL03021437-M1BS-014770850010_01_P004,DigitalGlobe Acquired Image,WV02,2015-07-03T02:14:37Z,31,
15JUL03021440-P1BS-014770850010_01_P006,312.8964778,P1440D2600,03JUL15WV020200015JUL03021440-P1BS-014770850010_01_P006,DigitalGlobe Acquired Image,WV02,2015-07-03T02:14:40Z,45,KR_Rxxx_0020
15JUL03021500-P1BS-011777484010_01_P001,185.4091027,P14305B300,03JUL15WV020200015JUL03021500-P1BS-011777484010_01_P001,DigitalGlobe Acquired Image,WV02,2015-07-03T02:15:00Z,21,
15JUL03021500-M1BS-011777484010_01_P001,185.9705412,M14305B300,03JUL15WV020200015JUL03021500-M1BS-011777484010_01_P001,DigitalGlobe Acquired Image,WV02,2015-07-03T02:15:00Z,21,"KR_R001_0000, KR_R001_0002, KR_R001_0003"
15JUL03021547-P1BS-014770838010_01_P002,282.892244,P145896300,03JUL15WV020200015JUL03021547-P1BS-014770838010_01_P002,DigitalGlobe Acquired Image,WV02,2015-07-03T02:15:47Z,21,
15JUL03021547-M1BS-014770838010_01_P002,283.7454588,M145896300,03JUL15WV020200015JUL03021547-M1BS-014770838010_01_P002,DigitalGlobe Acquired Image,WV02,2015-07-03T02:15:47Z,21,
15JUL03021548-P1BS-014770838010_01_P003,282.7182161,P145896300,03JUL15WV020200015JUL03021548-P1BS-014770838010_01_P003,DigitalGlobe Acquired Image,WV02,2015-07-03T02:15:48Z,46,
15JUL03021548-M1BS-014770838010_01_P003,283.3073196,M145896300,03JUL15WV020200015JUL03021548-M1BS-014770838010_01_P003,DigitalGlobe Acquired Image,WV02,2015-07-03T02:15:48Z,46,
15JUL03021549-P1BS-014770838010_01_P004,279.5627059,P145896300,03JUL15WV020200015JUL03021549-P1BS-014770838010_01_P004,DigitalGlobe Acquired Image,WV02,2015-07-03T02:15:49Z,42,
15JUL03021549-M1BS-014770838010_01_P004,280.4132841,M145896300,03JUL15WV020200015JUL03021549-M1BS-014770838010_01_P004,DigitalGlobe Acquired Image,WV02,2015-07-03T02:15:49Z,42,
15JUL03021612-P1BS-011777485010_01_P001,187.4986627,P1446AB900,03JUL15WV020200015JUL03021612-P1BS-011777485010_01_P001,DigitalGlobe Acquired Image,WV02,2015-07-03T02:16:12Z,26,
15JUL03021612-M1BS-011777485010_01_P001,188.0382736,M1446AB900,03JUL15WV020200015JUL03021612-M1BS-011777485010_01_P001,DigitalGlobe Acquired Image,WV02,2015-07-03T02:16:12Z,26,KR_R001_0004
15JUL05175209-P1BS-014462246010_01_P001,412.9311593,P140E30100,05JUL15WV011200015JUL05175209-P1BS-014462246010_01_P001,DigitalGlobe Acquired Image,WV01,2015-07-05T17:52:09Z,18,
15JUL05175210-P1BS-014462246010_01_P002,169.8910062,P140E30100,05JUL15WV011200015JUL05175210-P1BS-014462246010_01_P002,DigitalGlobe Acquired Image,WV01,2015-07-05T17:52:10Z,14,
15JUL06223102-P1BS-500357386010_02_P001,278.7561491,P145900000,06JUL15WV021600015JUL06223102-P1BS-500357386010_02_P001         AAE 0AAAAABIABA0,VNIR: 1030010045900000,WV02,2015-07-06T22:31:02Z,0,NZ_R002_0003
15JUL06223102-P1BS-500346928170_02_P004,260.4409355,P145900000,06JUL15WV021600015JUL06223102-P1BS-500346928170_02_P004         AAE 0AAAAABIAAY0,VNIR: 1030010045900000,WV02,2015-07-06T22:31:02Z,0,NZ_R002_0042
15JUL06223102-M1BS-500357386010_02_P001,279.4924337,M145900000,06JUL15WV021600015JUL06223102-M1BS-500357386010_02_P001         GA E0AAAAAAIAAG0,VNIR: 1030010045900000,WV02,2015-07-06T22:31:02Z,0,"NZ_R001_0010, NZ_R001_0013, NZ_R001_0016, NZ_R001_0029, NZ_R001_0030, NZ_R001_0032, NZ_R001_0033, NZ_R001_0035, NZ_R001_0038, NZ_R001_0039, NZ_R001_0041, NZ_R001_0044, NZ_R002_0024, NZ_R002_0025, NZ_R002_0029"
15JUL06223102-M1BS-500346928170_02_P004,260.9979214,M145900000,06JUL15WV021600015JUL06223102-M1BS-500346928170_02_P004         GA E0AAAAAAIAAG0,VNIR: 1030010045900000,WV02,2015-07-06T22:31:02Z,0,"NZ_R001_0052, NZ_R001_0060, NZ_R002_0001, NZ_R002_0002, NZ_R002_0005, NZ_R002_0010, NZ_R002_0020, NZ_R002_0021, NZ_R002_0027, NZ_R002_0073"
15JUL06223103-P1BS-500357386010_02_P002,217.4767164,P145900000,06JUL15WV021600015JUL06223103-P1BS-500357386010_02_P002         AAE 0AAAAABIAAU0,VNIR: 1030010045900000,WV02,2015-07-06T22:31:03Z,17,
15JUL06223103-P1BS-500346928170_02_P005,269.5161212,P145900000,06JUL15WV021600015JUL06223103-P1BS-500346928170_02_P005         AAE 0AAAAABIAAY0,VNIR: 1030010045900000,WV02,2015-07-06T22:31:03Z,15,
15JUL06223103-P1BS-011616276010_01_P001,114.5077343,P145900000,06JUL15WV021600015JUL06223103-P1BS-011616276010_01_P001,DigitalGlobe Acquired Image,WV02,2015-07-06T22:31:03Z,2,
15JUL06223103-M1BS-500357386010_02_P002,217.7628944,M145900000,06JUL15WV021600015JUL06223103-M1BS-500357386010_02_P002         GA E0AAAAAAIAAF0,VNIR: 1030010045900000,WV02,2015-07-06T22:31:03Z,17,
15JUL06223103-M1BS-500346928170_02_P005,270.0904778,M145900000,06JUL15WV021600015JUL06223103-M1BS-500346928170_02_P005         GA E0AAAAAAIAAG0,VNIR: 1030010045900000,WV02,2015-07-06T22:31:03Z,15,NZ_R002_0086
15JUL06223103-M1BS-011616276010_01_P001,114.8281796,M145900000,06JUL15WV021600015JUL06223103-M1BS-011616276010_01_P001,DigitalGlobe Acquired Image,WV02,2015-07-06T22:31:03Z,2,"NZ_R001_0000, NZ_R001_0001"
15JUL06223112-P1BS-500357386010_01_P001,298.2561917,P145361900,06JUL15WV021600015JUL06223112-P1BS-500357386010_01_P001         AAE 0AAAAABIAAY0,VNIR: 1030010045361900,WV02,2015-07-06T22:31:12Z,10,
15JUL06223112-P1BS-500346928170_02_P001,293.1456426,P145361900,06JUL15WV021600015JUL06223112-P1BS-500346928170_02_P001         AAE 0AAAAABIAAY0,VNIR: 1030010045361900,WV02,2015-07-06T22:31:12Z,11,
15JUL06223112-M1BS-500357386010_01_P001,298.4185356,M145361900,06JUL15WV021600015JUL06223112-M1BS-500357386010_01_P001         GA E0AAAAAAIAAG0,VNIR: 1030010045361900,WV02,2015-07-06T22:31:12Z,10,
15JUL06223112-M1BS-500346928170_02_P001,293.5921198,M145361900,06JUL15WV021600015JUL06223112-M1BS-500346928170_02_P001         GA E0AAAAAAIAAG0,VNIR: 1030010045361900,WV02,2015-07-06T22:31:12Z,11,
15JUL06223113-P1BS-500357386010_01_P002,223.7396775,P145361900,06JUL15WV021600015JUL06223113-P1BS-500357386010_01_P002         AAE 0AAAAABIAAS0,VNIR: 1030010045361900,WV02,2015-07-06T22:31:13Z,0,
15JUL06223113-P1BS-500346928170_02_P002,279.485106,P145361900,06JUL15WV021600015JUL06223113-P1BS-500346928170_02_P002         AAE 0AAAAABIAAX0,VNIR: 1030010045361900,WV02,2015-07-06T22:31:13Z,0,
15JUL06223113-M1BS-500357386010_01_P002,224.283676,M145361900,06JUL15WV021600015JUL06223113-M1BS-500357386010_01_P002         GA E0AAAAAAIAAE0,VNIR: 1030010045361900,WV02,2015-07-06T22:31:13Z,0,
15JUL06223113-M1BS-500346928170_02_P002,280.527602,M145361900,06JUL15WV021600015JUL06223113-M1BS-500346928170_02_P002         GA E0AAAAAAIAAF0,VNIR: 1030010045361900,WV02,2015-07-06T22:31:13Z,0,
15JUL07234509-P1BS-500360720010_01_P001,324.3851015,P140028D00,07JUL15WV011700015JUL07234509-P1BS-500360720010_01_P001         AAE 0AAAAABIAAY0,VNIR: 1020010040028D00,WV01,2015-07-07T23:45:09Z,7,
15JUL07234509-P1BS-500360716010_01_P001,336.6897786,P140028D00,07JUL15WV011700015JUL07234509-P1BS-500360716010_01_P001         AAE 0AAAAABIAAZ0,VNIR: 1020010040028D00,WV01,2015-07-07T23:45:09Z,3,"NZ_R001_0060, NZ_R002_0001, NZ_R002_0002, NZ_R002_0003, NZ_R002_0005, NZ_R002_0010, NZ_R002_0021, NZ_R002_0024, NZ_R002_0025, NZ_R002_0027, NZ_R002_0029"
15JUL07234510-P1BS-500360716010_01_P002,247.5479012,P140028D00,07JUL15WV011700015JUL07234510-P1BS-500360716010_01_P002         AAE 0AAAAABIAAS0,VNIR: 1020010040028D00,WV01,2015-07-07T23:45:10Z,2,NZ_R002_0042
15JUL08222647-P1BS-500360716010_02_P003,215.1839593,P10D91AD00,08JUL15WV031500015JUL08222647-P1BS-500360716010_02_P003         AAE 0AAAAABPABR0,VNIR: 104001000D91AD00,WV03,2015-07-08T22:26:47Z,50,
15JUL08222647-M1BS-500360716010_02_P003,215.7208046,M10D91AD00,08JUL15WV031500015JUL08222647-M1BS-500360716010_02_P003         GA E0AAAAAAKAAK0,VNIR: 104001000D91AD00,WV03,2015-07-08T22:26:47Z,50,
15JUL08222648-P1BS-500360716010_02_P004,156.9544202,P10D91AD00,08JUL15WV031500015JUL08222648-P1BS-500360716010_02_P004         AAE 0AAAAABPABF0,VNIR: 104001000D91AD00,WV03,2015-07-08T22:26:48Z,60,
15JUL08222648-M1BS-500360716010_02_P004,157.336346,M10D91AD00,08JUL15WV031500015JUL08222648-M1BS-500360716010_02_P004         GA E0AAAAAAKAAH0,VNIR: 104001000D91AD00,WV03,2015-07-08T22:26:48Z,60,
15JUL08222702-P1BS-500360716010_02_P001,208.0294515,P10EC02C00,08JUL15WV031500015JUL08222702-P1BS-500360716010_02_P001         AAE 0AAAAABPABS0,VNIR: 104001000EC02C00,WV03,2015-07-08T22:27:02Z,67,
15JUL08222702-M1BS-500360716010_02_P001,208.0019248,M10EC02C00,08JUL15WV031500015JUL08222702-M1BS-500360716010_02_P001         GA E0AAAAAAKAAL0,VNIR: 104001000EC02C00,WV03,2015-07-08T22:27:02Z,67,
15JUL08222703-P1BS-500360716010_02_P002,144.4936625,P10EC02C00,08JUL15WV031500015JUL08222703-P1BS-500360716010_02_P002         AAE 0AAAAABPABF0,VNIR: 104001000EC02C00,WV03,2015-07-08T22:27:03Z,48,
15JUL08222703-M1BS-500360716010_02_P002,144.7481733,M10EC02C00,08JUL15WV031500015JUL08222703-M1BS-500360716010_02_P002         GA E0AAAAAAKAAH0,VNIR: 104001000EC02C00,WV03,2015-07-08T22:27:03Z,48,
15JUL09172803-P1BS-014486386010_01_P002,188.4011649,P10EC78300,09JUL15WV031200015JUL09172803-P1BS-014486386010_01_P002,VNIR: 104001000EC78300,WV03,2015-07-09T17:28:03Z,68,
15JUL09172803-M1BS-014486386010_01_P002,188.9184028,M10EC78300,09JUL15WV031200015JUL09172803-M1BS-014486386010_01_P002,VNIR: 104001000EC78300,WV03,2015-07-09T17:28:03Z,68,
15JUL09172805-P1BS-014486386010_01_P003,187.5985667,P10EC78300,09JUL15WV031200015JUL09172805-P1BS-014486386010_01_P003,VNIR: 104001000EC78300,WV03,2015-07-09T17:28:05Z,46,
15JUL09172805-M1BS-014486386010_01_P003,188.2793969,M10EC78300,09JUL15WV031200015JUL09172805-M1BS-014486386010_01_P003,VNIR: 104001000EC78300,WV03,2015-07-09T17:28:05Z,46,
15JUL09172806-P1BS-014486386010_01_P004,188.0656509,P10EC78300,09JUL15WV031200015JUL09172806-P1BS-014486386010_01_P004,VNIR: 104001000EC78300,WV03,2015-07-09T17:28:06Z,4,
15JUL09172806-M1BS-014486386010_01_P004,188.2548557,M10EC78300,09JUL15WV031200015JUL09172806-M1BS-014486386010_01_P004,VNIR: 104001000EC78300,WV03,2015-07-09T17:28:06Z,4,
15JUL10144009-P1BS-014892948010_01_P001,421.0910196,P141591800,10JUL15WV011000015JUL10144009-P1BS-014892948010_01_P001,VNIR: 1020010041591800,WV01,2015-07-10T14:40:09Z,0,
15JUL10144014-P1BS-014892948010_01_P005,404.792919,P141591800,10JUL15WV011000015JUL10144014-P1BS-014892948010_01_P005,VNIR: 1020010041591800,WV01,2015-07-10T14:40:14Z,0,"BR_R005_0017, BR_R005_0022, BR_R005_0058, BR_R005_0132, BR_Rxxx_1011, BR_Rxxx_1013"
15JUL10144015-P1BS-014892948010_01_P006,400.5183549,P141591800,10JUL15WV011000015JUL10144015-P1BS-014892948010_01_P006,VNIR: 1020010041591800,WV01,2015-07-10T14:40:15Z,0,"BR_R005_0006, BR_R005_0127, BR_R005_0129, BR_R005_0130"
15JUL10144016-P1BS-014892948010_01_P007,399.2746751,P141591800,10JUL15WV011000015JUL10144016-P1BS-014892948010_01_P007,VNIR: 1020010041591800,WV01,2015-07-10T14:40:16Z,0,
15JUL10144028-P1BS-014892990010_01_P003,412.7001685,P1406B4400,10JUL15WV011000015JUL10144028-P1BS-014892990010_01_P003,VNIR: 10200100406B4400,WV01,2015-07-10T14:40:28Z,4,BR_Rxxx_1014
15JUL10144029-P1BS-014892990010_01_P004,408.4640307,P1406B4400,10JUL15WV011000015JUL10144029-P1BS-014892990010_01_P004,VNIR: 10200100406B4400,WV01,2015-07-10T14:40:29Z,3,"BR_R005_0036, BR_R005_0080, BR_R005_0084, BR_R005_0090, BR_R005_0091, BR_R005_0092, BR_R005_0094, BR_R005_0098, BR_R005_0104, BR_R005_0126"
15JUL10144030-P1BS-014892990010_01_P005,405.896539,P1406B4400,10JUL15WV011000015JUL10144030-P1BS-014892990010_01_P005,VNIR: 10200100406B4400,WV01,2015-07-10T14:40:30Z,0,BR_Rxxx_1012
15JUL10144034-P1BS-014892990010_01_P009,218.3463914,P1406B4400,10JUL15WV011000015JUL10144034-P1BS-014892990010_01_P009,VNIR: 10200100406B4400,WV01,2015-07-10T14:40:34Z,0,
15JUL12220940-P1BS-011616378010_01_P001,134.0048372,P145358D00,12JUL15WV021600015JUL12220940-P1BS-011616378010_01_P001,DigitalGlobe Acquired Image,WV02,2015-07-12T22:09:40Z,18,NZ_R002_0086
15JUL12220940-M1BS-011616378010_01_P001,134.3315536,M145358D00,12JUL15WV021600015JUL12220940-M1BS-011616378010_01_P001,DigitalGlobe Acquired Image,WV02,2015-07-12T22:09:40Z,18,"NZ_R001_0001, NZ_R002_0073"
15JUL14144514-P1BS-014892929010_01_P002,190.668091,P13EB8EB00,14JUL15WV011100015JUL14144514-P1BS-014892929010_01_P002,VNIR: 102001003EB8EB00,WV01,2015-07-14T14:45:14Z,0,
15JUL14185106-P1BS-014461008010_01_P001,246.5379222,P14554B300,14JUL15WV021300015JUL14185106-P1BS-014461008010_01_P001,VNIR: 103001004554B300,WV02,2015-07-14T18:51:06Z,8,
15JUL14185106-M1BS-014461008010_01_P001,246.9110765,M14554B300,14JUL15WV021300015JUL14185106-M1BS-014461008010_01_P001,VNIR: 103001004554B300,WV02,2015-07-14T18:51:06Z,8,
15JUL14185107-P1BS-014461008010_01_P002,269.1896447,P14554B300,14JUL15WV021300015JUL14185107-P1BS-014461008010_01_P002,VNIR: 103001004554B300,WV02,2015-07-14T18:51:07Z,0,"US_R004_0020, US_R004_0041"
15JUL14185107-M1BS-014461008010_01_P002,269.9179144,M14554B300,14JUL15WV021300015JUL14185107-M1BS-014461008010_01_P002,VNIR: 103001004554B300,WV02,2015-07-14T18:51:07Z,0,
15JUL14185108-P1BS-014461008010_01_P004,271.8060075,P14554B300,14JUL15WV021300015JUL14185108-P1BS-014461008010_01_P004,VNIR: 103001004554B300,WV02,2015-07-14T18:51:08Z,8,
15JUL14185108-P1BS-014461008010_01_P003,269.9702517,P14554B300,14JUL15WV021300015JUL14185108-P1BS-014461008010_01_P003,VNIR: 103001004554B300,WV02,2015-07-14T18:51:08Z,0,US_R004_0059
15JUL14185108-M1BS-014461008010_01_P004,272.5422841,M14554B300,14JUL15WV021300015JUL14185108-M1BS-014461008010_01_P004,VNIR: 103001004554B300,WV02,2015-07-14T18:51:08Z,8,
15JUL14185108-M1BS-014461008010_01_P003,270.6985795,M14554B300,14JUL15WV021300015JUL14185108-M1BS-014461008010_01_P003,VNIR: 103001004554B300,WV02,2015-07-14T18:51:08Z,0,"US_R004_0057, US_R004_0107"
15JUL14185124-P1BS-014460944010_01_P005,245.3801058,P145BFB900,14JUL15WV021300015JUL14185124-P1BS-014460944010_01_P005,VNIR: 1030010045BFB900,WV02,2015-07-14T18:51:24Z,0,"US_R005_0029, US_R005_0030"
15JUL14185124-M1BS-014460944010_01_P005,245.8096924,M145BFB900,14JUL15WV021300015JUL14185124-M1BS-014460944010_01_P005,VNIR: 1030010045BFB900,WV02,2015-07-14T18:51:24Z,0,
15JUL14185125-P1BS-014460944010_01_P007,124.1804391,P145BFB900,14JUL15WV021300015JUL14185125-P1BS-014460944010_01_P007,VNIR: 1030010045BFB900,WV02,2015-07-14T18:51:25Z,0,
15JUL14185125-P1BS-014460944010_01_P006,241.4462027,P145BFB900,14JUL15WV021300015JUL14185125-P1BS-014460944010_01_P006,VNIR: 1030010045BFB900,WV02,2015-07-14T18:51:25Z,0,"US_R005_0008, US_R005_0016, US_R005_0017, US_R005_0018, US_R005_0031, US_R005_0032"
15JUL14185125-M1BS-014460944010_01_P007,124.206602,M145BFB900,14JUL15WV021300015JUL14185125-M1BS-014460944010_01_P007,VNIR: 1030010045BFB900,WV02,2015-07-14T18:51:25Z,0,
15JUL14185125-M1BS-014460944010_01_P006,242.1422827,M145BFB900,14JUL15WV021300015JUL14185125-M1BS-014460944010_01_P006,VNIR: 1030010045BFB900,WV02,2015-07-14T18:51:25Z,0,"US_R005_0013, US_R005_0024, US_R005_0034"
15JUL14185132-P1BS-014460879010_01_P001,224.1506267,P145061700,14JUL15WV021300015JUL14185132-P1BS-014460879010_01_P001,VNIR: 1030010045061700,WV02,2015-07-14T18:51:32Z,0,
15JUL14185132-M1BS-014460879010_01_P001,224.8185895,M145061700,14JUL15WV021300015JUL14185132-M1BS-014460879010_01_P001,VNIR: 1030010045061700,WV02,2015-07-14T18:51:32Z,0,
15JUL14185133-P1BS-014460879010_01_P002,244.7012001,P145061700,14JUL15WV021300015JUL14185133-P1BS-014460879010_01_P002,VNIR: 1030010045061700,WV02,2015-07-14T18:51:33Z,0,
15JUL14185133-M1BS-014460879010_01_P002,245.1648601,M145061700,14JUL15WV021300015JUL14185133-M1BS-014460879010_01_P002,VNIR: 1030010045061700,WV02,2015-07-14T18:51:33Z,0,
15JUL16130522-S2AS_R2C1-500371215010_01_P001,58.71887319,M10E2E7700,16JUL15WV030900015JUL16130522-S2AS_R2C1-500371215010_01_P001    GA E0AAAAQAPABD0,"VNIR: 104001000E2E7700, SWIR: 104A01000E2E7700",WV03,2015-07-16T13:05:22Z,0,"BR_Rxxx_0012, BR_Rxxx_0019, BR_Rxxx_0091, BR_Rxxx_0092"
15JUL16130522-S2AS_R1C1-500371215010_01_P001,67.1070981,M10E2E7700,16JUL15WV030900015JUL16130522-S2AS_R1C1-500371215010_01_P001    GA E0AAAAAAPAAP0,"VNIR: 104001000E2E7700, SWIR: 104A01000E2E7700",WV03,2015-07-16T13:05:22Z,0,BR_Rxxx_0094
15JUL16130524-S2AS_R1C1-500371215010_01_P002,67.10688389,M10E2E7700,16JUL15WV030900015JUL16130524-S2AS_R1C1-500371215010_01_P002    GA E0AAAAAAPAAP0,"VNIR: 104001000E2E7700, SWIR: 104A01000E2E7700",WV03,2015-07-16T13:05:24Z,0,BR_Rxxx_0005
15JUL16130524-M1BS-500364863010_01_P001,219.0777418,M10E2E7700,16JUL15WV030900015JUL16130524-M1BS-500364863010_01_P001         GA E0AAAAAAKAAK0,"VNIR: 104001000E2E7700, SWIR: 104A01000E2E7700",WV03,2015-07-16T13:05:24Z,0,BR_Rxxx_0044
15JUL16130526-M1BS-500364863010_01_P002,217.8207291,M10E2E7700,16JUL15WV030900015JUL16130526-M1BS-500364863010_01_P002         GA E0AAAAAAKAAK0,"VNIR: 104001000E2E7700, SWIR: 104A01000E2E7700",WV03,2015-07-16T13:05:26Z,0,BR_Rxxx_0002
15JUL16130534-P1BS-500364863010_02_P001,216.2270883,P10E589D00,16JUL15WV030900015JUL16130534-P1BS-500364863010_02_P001         AAE 0AAAAABPABQ0,"VNIR: 104001000E589D00, SWIR: 104A01000E589D00",WV03,2015-07-16T13:05:34Z,0,
15JUL16130534-M1BS-500364863010_02_P001,216.6687464,M10E589D00,16JUL15WV030900015JUL16130534-M1BS-500364863010_02_P001         GA E0AAAAAAKAAK0,"VNIR: 104001000E589D00, SWIR: 104A01000E589D00",WV03,2015-07-16T13:05:34Z,0,"BR_R001_0008, BR_R001_0078, BR_R001_0079, BR_Rxxx_0015"
15JUL16130536-S2AS_R2C1-500371215030_01_P001,54.53097414,M10E589D00,16JUL15WV030900015JUL16130536-S2AS_R2C1-500371215030_01_P001    GA E0AAAAQAPABC0,"VNIR: 104001000E589D00, SWIR: 104A01000E589D00",WV03,2015-07-16T13:05:36Z,0,
15JUL16130536-S2AS_R1C1-500371215030_01_P001,67.11431314,M10E589D00,16JUL15WV030900015JUL16130536-S2AS_R1C1-500371215030_01_P001    GA E0AAAAAAPAAP0,"VNIR: 104001000E589D00, SWIR: 104A01000E589D00",WV03,2015-07-16T13:05:36Z,0,
15JUL16130536-M1BS-500364863010_02_P002,221.6616401,M10E589D00,16JUL15WV030900015JUL16130536-M1BS-500364863010_02_P002         GA E0AAAAAAKAAK0,"VNIR: 104001000E589D00, SWIR: 104A01000E589D00",WV03,2015-07-16T13:05:36Z,0,BR_Rxxx_0009
15JUL16130538-S2AS_R2C1-500371215030_01_P002,58.72521778,M10E589D00,16JUL15WV030900015JUL16130538-S2AS_R2C1-500371215030_01_P002    GA E0AAAAQAPABD0,"VNIR: 104001000E589D00, SWIR: 104A01000E589D00",WV03,2015-07-16T13:05:38Z,0,
15JUL16130538-M1BS-500364863010_02_P003,139.9303682,M10E589D00,16JUL15WV030900015JUL16130538-M1BS-500364863010_02_P003         GA E0AAAAAAKAAG0,"VNIR: 104001000E589D00, SWIR: 104A01000E589D00",WV03,2015-07-16T13:05:38Z,0,BR_Rxxx_0083
15JUL16130547-S2AS_R1C1-500371215020_01_P001,67.12276663,M10E400300,16JUL15WV030900015JUL16130547-S2AS_R1C1-500371215020_01_P001    GA E0AAAAAAPAAP0,"VNIR: 104001000E400300, SWIR: 104A01000E400300",WV03,2015-07-16T13:05:47Z,0,BR_Rxxx_0014
15JUL16130548-S2AS_R2C2-500371215020_01_P002,62.92311174,M10E400300,16JUL15WV030900015JUL16130548-S2AS_R2C2-500371215020_01_P002    GA E0AQAAQBEABF0,"VNIR: 104001000E400300, SWIR: 104A01000E400300",WV03,2015-07-16T13:05:48Z,0,"BR_R001_0055, BR_R001_0071, BR_R001_0090"
15JUL16130548-S2AS_R2C1-500371215020_01_P002,62.92751103,M10E400300,16JUL15WV030900015JUL16130548-S2AS_R2C1-500371215020_01_P002    GA E0AAAAQAPABE0,"VNIR: 104001000E400300, SWIR: 104A01000E400300",WV03,2015-07-16T13:05:48Z,0,
15JUL16130550-S2AS_R1C2-500371215020_01_P003,62.92370308,M10E400300,16JUL15WV030900015JUL16130550-S2AS_R1C2-500371215020_01_P003    GA E0AQAAABEAAP0,"VNIR: 104001000E400300, SWIR: 104A01000E400300",WV03,2015-07-16T13:05:50Z,0,BR_R001_0044
15JUL16130550-S2AS_R1C1-500371215020_01_P003,67.12189555,M10E400300,16JUL15WV030900015JUL16130550-S2AS_R1C1-500371215020_01_P003    GA E0AAAAAAPAAP0,"VNIR: 104001000E400300, SWIR: 104A01000E400300",WV03,2015-07-16T13:05:50Z,0,"BR_Rxxx_0017, BR_Rxxx_0064, BR_Rxxx_0066"
15JUL16130550-S2AS_R2C1-500371215020_01_P003,41.95184612,M10E400300,16JUL15WV030900015JUL16130550-S2AS_R2C1-500371215020_01_P003    GA E0AAAAQAPAAZ0,"VNIR: 104001000E400300, SWIR: 104A01000E400300",WV03,2015-07-16T13:05:50Z,0,"BR_Rxxx_0026, BR_Rxxx_0027"
15JUL16130551-P1BS-500364863010_03_P002,220.2651517,P10E400300,16JUL15WV030900015JUL16130551-P1BS-500364863010_03_P002         AAE 0AAAAABPABN0,"VNIR: 104001000E400300, SWIR: 104A01000E400300",WV03,2015-07-16T13:05:51Z,0,
