id,area_kmsq,s2:product_uri,s2:granule_id,platform,constellation,datetime,eo:cloud_cover,annotated_sites
S2A_19KBB_20190323_1_L2A,979.4751152,S2A_MSIL2A_20190323T144731_N0500_R139_T19KBB_20221115T030723.SAFE,S2A_OPER_MSI_L2A_TL_S2RP_20221115T030723_A019584_T19KBB_N05.00,sentinel-2a,sentinel-2,2019-03-23T14:57:42.223000Z,0.19471,
S2A_19KCA_20190323_1_L2A,12058.67001,S2A_MSIL2A_20190323T144731_N0500_R139_T19KCA_20221115T030723.SAFE,S2A_OPER_MSI_L2A_TL_S2RP_20221115T030723_A019584_T19KCA_N05.00,sentinel-2a,sentinel-2,2019-03-23T14:57:51.072000Z,2.25698,
S2A_19KBA_20190323_1_L2A,3456.005024,S2A_MSIL2A_20190323T144731_N0500_R139_T19KBA_20221115T030723.SAFE,S2A_OPER_MSI_L2A_TL_S2RP_20221115T030723_A019584_T19KBA_N05.00,sentinel-2a,sentinel-2,2019-03-23T14:57:54.456000Z,0.019386,
S2A_19KBB_20190323_0_L2A,1020.395446,S2A_MSIL2A_20190323T144731_N0211_R139_T19KBB_20190323T190009.SAFE,S2A_OPER_MSI_L2A_TL_SGS__20190323T190009_A019584_T19KBB_N02.11,sentinel-2a,sentinel-2,2019-03-23T14:58:02.618000Z,2.010293,PE_Rxxx_0016
S2A_19KBB_20190323_0_L1C,1037.573686,,,sentinel-2a,sentinel-2,2019-03-23T14:58:02Z,0,
S2A_19KCA_20190323_0_L2A,12058.67001,S2A_MSIL2A_20190323T144731_N0211_R139_T19KCA_20190323T190009.SAFE,S2A_OPER_MSI_L2A_TL_SGS__20190323T190009_A019584_T19KCA_N02.11,sentinel-2a,sentinel-2,2019-03-23T14:59:03.247000Z,3.214541,
S2A_19KCA_20190323_0_L1C,12058.67001,,,sentinel-2a,sentinel-2,2019-03-23T14:59:03Z,16.64,
S2A_19KBA_20190323_0_L2A,3485.817845,S2A_MSIL2A_20190323T144731_N0211_R139_T19KBA_20190323T190009.SAFE,S2A_OPER_MSI_L2A_TL_SGS__20190323T190009_A019584_T19KBA_N02.11,sentinel-2a,sentinel-2,2019-03-23T15:05:31.205000Z,2.457779,"PE_R001_0021, PE_R001_0026, PE_R001_0028"
S2A_19KBA_20190323_0_L1C,3495.417907,,,sentinel-2a,sentinel-2,2019-03-23T15:05:31Z,0,
S2A_19KCB_20190323_0_L2A,11674.73456,S2A_MSIL2A_20190323T144731_N0211_R139_T19KCB_20190323T190009.SAFE,S2A_OPER_MSI_L2A_TL_SGS__20190323T190009_A019584_T19KCB_N02.11,sentinel-2a,sentinel-2,2019-03-23T15:08:27.547000Z,2.279806,
S2A_19KCB_20190323_0_L1C,11685.41963,,,sentinel-2a,sentinel-2,2019-03-23T15:08:27Z,23.31,
S2A_17SKU_20190323_1_L2A,10377.83987,S2A_MSIL2A_20190323T160931_N0500_R140_T17SKU_20221117T152036.SAFE,S2A_OPER_MSI_L2A_TL_S2RP_20221117T152036_A019585_T17SKU_N05.00,sentinel-2a,sentinel-2,2019-03-23T16:23:49.688000Z,20.06039,
S2A_16SGD_20190323_1_L2A,4926.78033,S2A_MSIL2A_20190323T160931_N0500_R140_T16SGD_20221117T152036.SAFE,S2A_OPER_MSI_L2A_TL_S2RP_20221117T152036_A019585_T16SGD_N05.00,sentinel-2a,sentinel-2,2019-03-23T16:23:50.925000Z,26.189789,
S2A_17SKT_20190323_1_L2A,12023.85214,S2A_MSIL2A_20190323T160931_N0500_R140_T17SKT_20221117T152036.SAFE,S2A_OPER_MSI_L2A_TL_S2RP_20221117T152036_A019585_T17SKT_N05.00,sentinel-2a,sentinel-2,2019-03-23T16:24:04.036000Z,3.795556,
S2A_16SGC_20190323_1_L2A,7099.044557,S2A_MSIL2A_20190323T160931_N0500_R140_T16SGC_20221117T152036.SAFE,S2A_OPER_MSI_L2A_TL_S2RP_20221117T152036_A019585_T16SGC_N05.00,sentinel-2a,sentinel-2,2019-03-23T16:24:05.692000Z,3.29355,
S2A_17SKT_20190323_0_L2A,12026.94481,S2A_MSIL2A_20190323T160931_N0211_R140_T17SKT_20190323T203749.SAFE,S2A_OPER_MSI_L2A_TL_SGS__20190323T203749_A019585_T17SKT_N02.11,sentinel-2a,sentinel-2,2019-03-23T16:24:07.643000Z,1.36084,
S2A_17SKT_20190323_0_L1C,12027.22827,,,sentinel-2a,sentinel-2,2019-03-23T16:24:07Z,0.03,
S2A_17SKU_20190323_0_L2A,10409.80993,S2A_MSIL2A_20190323T160931_N0211_R140_T17SKU_20190323T203749.SAFE,S2A_OPER_MSI_L2A_TL_SGS__20190323T203749_A019585_T17SKU_N02.11,sentinel-2a,sentinel-2,2019-03-23T16:35:17.769000Z,20.174172,
S2A_17SKU_20190323_0_L1C,10416.43986,,,sentinel-2a,sentinel-2,2019-03-23T16:35:17Z,27.49,
S2A_16SGC_20190323_0_L2A,7120.313794,S2A_MSIL2A_20190323T160931_N0211_R140_T16SGC_20190323T203749.SAFE,S2A_OPER_MSI_L2A_TL_SGS__20190323T203749_A019585_T16SGC_N02.11,sentinel-2a,sentinel-2,2019-03-23T16:35:35.997000Z,1.844357,
S2A_16SGC_20190323_0_L1C,7123.425448,,,sentinel-2a,sentinel-2,2019-03-23T16:35:35Z,0.04,
S2A_16SGD_20190323_0_L2A,4957.965188,S2A_MSIL2A_20190323T160931_N0211_R140_T16SGD_20190323T203749.SAFE,S2A_OPER_MSI_L2A_TL_SGS__20190323T203749_A019585_T16SGD_N02.11,sentinel-2a,sentinel-2,2019-03-23T16:39:14.993000Z,26.240284,
S2A_16SGD_20190323_0_L1C,4964.357945,,,sentinel-2a,sentinel-2,2019-03-23T16:39:14Z,35.54,
S2B_11SKD_20190323_1_L2A,12000.07561,S2B_MSIL2A_20190323T184039_N0500_R070_T11SKD_20221122T025924.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20221122T025924_A010678_T11SKD_N05.00,sentinel-2b,sentinel-2,2019-03-23T18:53:37.023000Z,92.388284,
S2B_10SGJ_20190323_1_L2A,11061.89064,S2B_MSIL2A_20190323T184039_N0500_R070_T10SGJ_20221122T025924.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20221122T025924_A010678_T10SGJ_N05.00,sentinel-2b,sentinel-2,2019-03-23T18:53:37.785000Z,91.289777,
S2B_11SKD_20190323_0_L2A,12010.42997,S2B_MSIL2A_20190323T184039_N0211_R070_T11SKD_20190323T225501.SAFE,S2B_OPER_MSI_L2A_TL_SGS__20190323T225501_A010678_T11SKD_N02.11,sentinel-2b,sentinel-2,2019-03-23T18:53:39.439000Z,66.17758,
S2B_11SKD_20190323_0_L1C,12011.11041,,,sentinel-2b,sentinel-2,2019-03-23T18:53:39Z,86.89,
S2B_10SGJ_20190323_0_L2A,11120.58376,S2B_MSIL2A_20190323T184039_N0211_R070_T10SGJ_20190323T225501.SAFE,S2B_OPER_MSI_L2A_TL_SGS__20190323T225501_A010678_T10SGJ_N02.11,sentinel-2b,sentinel-2,2019-03-23T19:06:43.196000Z,63.496923,
S2B_10SGJ_20190323_0_L1C,11134.53629,,,sentinel-2b,sentinel-2,2019-03-23T19:06:43Z,86.4,
S2A_52SEG_20190324_1_L2A,555.3057674,S2A_MSIL2A_20190324T021601_N0500_R003_T52SEG_20221125T133820.SAFE,S2A_OPER_MSI_L2A_TL_S2RP_20221125T133820_A019591_T52SEG_N05.00,sentinel-2a,sentinel-2,2019-03-24T02:26:59.174000Z,0.214468,
S2A_52SDG_20190324_1_L2A,11165.05584,S2A_MSIL2A_20190324T021601_N0500_R003_T52SDG_20221125T133820.SAFE,S2A_OPER_MSI_L2A_TL_S2RP_20221125T133820_A019591_T52SDG_N05.00,sentinel-2a,sentinel-2,2019-03-24T02:27:06.918000Z,1.267366,
S2A_52SEG_20190324_0_L2A,569.3730117,S2A_MSIL2A_20190324T021601_N0211_R003_T52SEG_20190324T061936.SAFE,S2A_OPER_MSI_L2A_TL_SGS__20190324T061936_A019591_T52SEG_N02.11,sentinel-2a,sentinel-2,2019-03-24T02:30:00.229000Z,0.43183,
S2A_52SEG_20190324_0_L1C,570.9572468,,,sentinel-2a,sentinel-2,2019-03-24T02:30:00Z,0,
S2A_52SDG_20190324_0_L2A,11178.5675,S2A_MSIL2A_20190324T021601_N0211_R003_T52SDG_20190324T061936.SAFE,S2A_OPER_MSI_L2A_TL_SGS__20190324T061936_A019591_T52SDG_N02.11,sentinel-2a,sentinel-2,2019-03-24T02:42:24.936000Z,5.342117,"KR_R002_0006, KR_R002_0018, KR_R002_0019, KR_R002_0029, KR_R002_0031, KR_R002_0139, KR_Rxxx_0017, KR_Rxxx_0018"
S2A_52SDG_20190324_0_L1C,11187.50205,,,sentinel-2a,sentinel-2,2019-03-24T02:42:24Z,0.53,
S2B_16TGN_20190324_3_L2A,12045.68296,S2B_MSIL2A_20190324T162929_N0500_R083_T16TGN_20221205T000442.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20221205T000442_A010691_T16TGN_N05.00,sentinel-2b,sentinel-2,2019-03-24T16:41:34.822000Z,99.718046,
S2B_16TFN_20190324_1_L2A,12057.82964,S2B_MSIL2A_20190324T162929_N0500_R083_T16TFN_20221205T000442.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20221205T000442_A010691_T16TFN_N05.00,sentinel-2b,sentinel-2,2019-03-24T16:41:38.344000Z,99.983191,
S2B_16TFN_20190324_0_L2A,12057.82964,S2B_MSIL2A_20190324T162929_N0211_R083_T16TFN_20190324T220941.SAFE,S2B_OPER_MSI_L2A_TL_EPAE_20190324T220941_A010691_T16TFN_N02.11,sentinel-2b,sentinel-2,2019-03-24T16:47:21.056000Z,99.945243,
S2B_16TFN_20190324_0_L1C,12057.82964,,,sentinel-2b,sentinel-2,2019-03-24T16:47:21Z,99.14,
S2B_16TGN_20190324_0_L2A,12045.68296,S2B_MSIL2A_20190324T162929_N0211_R083_T16TGN_20190324T220941.SAFE,S2B_OPER_MSI_L2A_TL_EPAE_20190324T220941_A010691_T16TGN_N02.11,sentinel-2b,sentinel-2,2019-03-24T16:55:13.409000Z,99.698453,
S2B_16TGN_20190324_1_L1C,12045.68296,,,sentinel-2b,sentinel-2,2019-03-24T16:55:13Z,96.08,
S2A_14TQM_20190324_1_L2A,5663.800083,S2A_MSIL2A_20190324T171951_N0500_R012_T14TQM_20221110T215536.SAFE,S2A_OPER_MSI_L2A_TL_S2RP_20221110T215536_A019600_T14TQM_N05.00,sentinel-2a,sentinel-2,2019-03-24T17:32:06.702000Z,99.993545,
S2A_15TTG_20190324_1_L2A,5935.102605,S2A_MSIL2A_20190324T171951_N0500_R012_T15TTG_20221110T215536.SAFE,S2A_OPER_MSI_L2A_TL_S2RP_20221110T215536_A019600_T15TTG_N05.00,sentinel-2a,sentinel-2,2019-03-24T17:32:06.796000Z,99.99395,
S2A_14TPM_20190324_1_L2A,12057.82812,S2A_MSIL2A_20190324T171951_N0500_R012_T14TPM_20221110T215536.SAFE,S2A_OPER_MSI_L2A_TL_S2RP_20221110T215536_A019600_T14TPM_N05.00,sentinel-2a,sentinel-2,2019-03-24T17:32:10.363000Z,99.174738,
S2A_14TPL_20190324_1_L2A,12057.8266,S2A_MSIL2A_20190324T171951_N0500_R012_T14TPL_20221110T215536.SAFE,S2A_OPER_MSI_L2A_TL_S2RP_20221110T215536_A019600_T14TPL_N05.00,sentinel-2a,sentinel-2,2019-03-24T17:32:24.704000Z,99.988735,
S2A_14TQL_20190324_0_L2A,3017.033714,S2A_MSIL2A_20190324T171951_N0211_R012_T14TQL_20190325T013054.SAFE,S2A_OPER_MSI_L2A_TL_EPAE_20190325T013054_A019600_T14TQL_N02.11,sentinel-2a,sentinel-2,2019-03-24T17:36:48.478000Z,99.952711,
S2A_14TPM_20190324_0_L2A,12057.82812,S2A_MSIL2A_20190324T171951_N0211_R012_T14TPM_20190325T013054.SAFE,S2A_OPER_MSI_L2A_TL_EPAE_20190325T013054_A019600_T14TPM_N02.11,sentinel-2a,sentinel-2,2019-03-24T17:38:12.682000Z,98.684638,
S2A_14TPM_20190324_0_L1C,12057.82812,,,sentinel-2a,sentinel-2,2019-03-24T17:38:12Z,98.65,
S2A_14TQM_20190324_0_L2A,5687.820692,S2A_MSIL2A_20190324T171951_N0211_R012_T14TQM_20190325T013054.SAFE,S2A_OPER_MSI_L2A_TL_EPAE_20190325T013054_A019600_T14TQM_N02.11,sentinel-2a,sentinel-2,2019-03-24T17:43:47.571000Z,99.971637,
S2A_14TQM_20190324_0_L1C,5685.662069,,,sentinel-2a,sentinel-2,2019-03-24T17:43:47Z,99.98,
S2A_15TTF_20190324_0_L2A,2467.217074,S2A_MSIL2A_20190324T171951_N0211_R012_T15TTF_20190325T013054.SAFE,S2A_OPER_MSI_L2A_TL_EPAE_20190325T013054_A019600_T15TTF_N02.11,sentinel-2a,sentinel-2,2019-03-24T17:43:49.159000Z,99.939963,
S2A_14TPL_20190324_0_L2A,12057.8266,S2A_MSIL2A_20190324T171951_N0211_R012_T14TPL_20190325T013054.SAFE,S2A_OPER_MSI_L2A_TL_EPAE_20190325T013054_A019600_T14TPL_N02.11,sentinel-2a,sentinel-2,2019-03-24T17:44:07.587000Z,99.89524,
S2A_14TPL_20190324_0_L1C,12057.8266,,,sentinel-2a,sentinel-2,2019-03-24T17:44:07Z,99.84,
S2A_15TTG_20190324_0_L2A,5958.635295,S2A_MSIL2A_20190324T171951_N0211_R012_T15TTG_20190325T013054.SAFE,S2A_OPER_MSI_L2A_TL_EPAE_20190325T013054_A019600_T15TTG_N02.11,sentinel-2a,sentinel-2,2019-03-24T17:45:22.493000Z,99.972546,
S2A_15TTG_20190324_0_L1C,5955.829738,,,sentinel-2a,sentinel-2,2019-03-24T17:45:22Z,99.99,
S2B_23KPR_20190325_1_L2A,12057.79824,S2B_MSIL2A_20190325T130249_N0500_R095_T23KPR_20221123T123058.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20221123T123058_A010703_T23KPR_N05.00,sentinel-2b,sentinel-2,2019-03-25T13:08:22.752000Z,80.778885,
S2B_23KNR_20190325_1_L2A,6746.041322,S2B_MSIL2A_20190325T130249_N0500_R095_T23KNR_20221123T123058.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20221123T123058_A010703_T23KNR_N05.00,sentinel-2b,sentinel-2,2019-03-25T13:08:25.867000Z,42.206702,
S2B_23KPQ_20190325_1_L2A,12057.79934,S2B_MSIL2A_20190325T130249_N0500_R095_T23KPQ_20221123T123058.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20221123T123058_A010703_T23KPQ_N05.00,sentinel-2b,sentinel-2,2019-03-25T13:08:37.202000Z,14.699025,
S2B_23KNQ_20190325_1_L2A,9411.384887,S2B_MSIL2A_20190325T130249_N0500_R095_T23KNQ_20221123T123058.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20221123T123058_A010703_T23KNQ_N05.00,sentinel-2b,sentinel-2,2019-03-25T13:08:40.678000Z,14.244074,
S2B_23KPQ_20190325_0_L2A,12057.79934,S2B_MSIL2A_20190325T130249_N0211_R095_T23KPQ_20190325T151443.SAFE,S2B_OPER_MSI_L2A_TL_SGS__20190325T151443_A010703_T23KPQ_N02.11,sentinel-2b,sentinel-2,2019-03-25T13:11:57.948000Z,9.517769,"BR_R001_0073, BR_R001_0074, BR_R001_0080, BR_R001_0088, BR_R001_0090, BR_R004_0009, BR_R004_0044, BR_Rxxx_0008, BR_Rxxx_0009, BR_Rxxx_0019, BR_Rxxx_0070"
S2B_23KPQ_20190325_0_L1C,12057.79934,,,sentinel-2b,sentinel-2,2019-03-25T13:11:57Z,3.06,
S2B_23KNQ_20190325_0_L2A,9485.601761,S2B_MSIL2A_20190325T130249_N0211_R095_T23KNQ_20190325T151443.SAFE,S2B_OPER_MSI_L2A_TL_SGS__20190325T151443_A010703_T23KNQ_N02.11,sentinel-2b,sentinel-2,2019-03-25T13:19:58.851000Z,10.171461,
S2B_23KNQ_20190325_0_L1C,9501.803352,,,sentinel-2b,sentinel-2,2019-03-25T13:19:58Z,1.19,
S2B_23KPR_20190325_0_L2A,12057.79824,S2B_MSIL2A_20190325T130249_N0211_R095_T23KPR_20190325T151443.SAFE,S2B_OPER_MSI_L2A_TL_SGS__20190325T151443_A010703_T23KPR_N02.11,sentinel-2b,sentinel-2,2019-03-25T13:20:52.414000Z,80.997492,
S2B_23KPR_20190325_0_L1C,12057.79824,,,sentinel-2b,sentinel-2,2019-03-25T13:20:52Z,82.61,
S2B_23KNR_20190325_0_L2A,6816.664768,S2B_MSIL2A_20190325T130249_N0211_R095_T23KNR_20190325T151443.SAFE,S2B_OPER_MSI_L2A_TL_SGS__20190325T151443_A010703_T23KNR_N02.11,sentinel-2b,sentinel-2,2019-03-25T13:22:52.093000Z,41.345686,
S2B_23KNR_20190325_0_L1C,6828.718659,,,sentinel-2b,sentinel-2,2019-03-25T13:22:52Z,45.64,
S2B_17RMP_20190325_1_L2A,12064.34508,S2B_MSIL2A_20190325T155909_N0500_R097_T17RMP_20221127T210745.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20221127T210745_A010705_T17RMP_N05.00,sentinel-2b,sentinel-2,2019-03-25T16:15:00.861000Z,40.011334,
S2B_17RMP_20190325_0_L2A,12064.34508,S2B_MSIL2A_20190325T155909_N0211_R097_T17RMP_20190325T213905.SAFE,S2B_OPER_MSI_L2A_TL_EPAE_20190325T213905_A010705_T17RMP_N02.11,sentinel-2b,sentinel-2,2019-03-25T16:29:21.814000Z,30.888941,
S2B_17RMP_20190325_0_L1C,12064.34508,,,sentinel-2b,sentinel-2,2019-03-25T16:29:21Z,18.16,
S2A_11SLT_20190325_1_L2A,12058.68898,S2A_MSIL2A_20190325T183011_N0500_R027_T11SLT_20231115T110337.SAFE,S2A_OPER_MSI_L2A_TL_S2RP_20231115T110337_A019615_T11SLT_N05.00,sentinel-2a,sentinel-2,2019-03-25T18:45:02.062000Z,0.250596,
S2A_11SLT_20190325_0_L2A,12058.68898,S2A_MSIL2A_20190325T183011_N0211_R027_T11SLT_20190325T225049.SAFE,S2A_OPER_MSI_L2A_TL_SGS__20190325T225049_A019615_T11SLT_N02.11,sentinel-2a,sentinel-2,2019-03-25T18:46:05.852000Z,0.404541,
S2A_11SLT_20190325_0_L1C,12058.68898,,,sentinel-2a,sentinel-2,2019-03-25T18:46:05Z,0.13,
S2B_52SEG_20190326_1_L2A,12064.05682,S2B_MSIL2A_20190326T020659_N0500_R103_T52SEG_20221111T213336.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20221111T213336_A010711_T52SEG_N05.00,sentinel-2b,sentinel-2,2019-03-26T02:17:09.875000Z,0.181927,
S2B_52SDG_20190326_1_L2A,9544.919914,S2B_MSIL2A_20190326T020659_N0500_R103_T52SDG_20221111T213336.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20221111T213336_A010711_T52SDG_N05.00,sentinel-2b,sentinel-2,2019-03-26T02:17:13.321000Z,0.991149,
S2B_52SDG_20190326_0_L2A,9615.2604,S2B_MSIL2A_20190326T020659_N0211_R103_T52SDG_20190326T042656.SAFE,S2B_OPER_MSI_L2A_TL_EPAE_20190326T042656_A010711_T52SDG_N02.11,sentinel-2b,sentinel-2,2019-03-26T02:22:31.903000Z,1.88624,"KR_R002_0006, KR_R002_0018, KR_R002_0019, KR_R002_0031, KR_R002_0139, KR_R003_0008, KR_R003_0009, KR_Rxxx_0017, KR_Rxxx_0018, KR_Rxxx_0021"
S2B_52SDG_20190326_0_L1C,9622.57905,,,sentinel-2b,sentinel-2,2019-03-26T02:22:31Z,0.47,
S2B_52SEG_20190326_0_L2A,12064.05682,S2B_MSIL2A_20190326T020659_N0211_R103_T52SEG_20190326T042656.SAFE,S2B_OPER_MSI_L2A_TL_EPAE_20190326T042656_A010711_T52SEG_N02.11,sentinel-2b,sentinel-2,2019-03-26T02:31:41.911000Z,0.253868,"KR_R003_0002, KR_R003_0003, KR_R003_0005, KR_R003_0007, KR_Rxxx_0030"
S2B_52SEG_20190326_0_L1C,12064.05682,,,sentinel-2b,sentinel-2,2019-03-26T02:31:41Z,0.02,
S2B_39RVK_20190326_1_L2A,12064.34445,S2B_MSIL2A_20190326T070619_N0500_R106_T39RVK_20221119T160748.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20221119T160748_A010714_T39RVK_N05.00,sentinel-2b,sentinel-2,2019-03-26T07:22:21.250000Z,99.978888,
S2B_39RVK_20190326_0_L2A,12064.34445,S2B_MSIL2A_20190326T070619_N0211_R106_T39RVK_20190326T120315.SAFE,S2B_OPER_MSI_L2A_TL_MTI__20190326T120315_A010714_T39RVK_N02.11,sentinel-2b,sentinel-2,2019-03-26T07:26:29.915000Z,99.942046,
S2B_39RVK_20190326_0_L1C,12064.34445,,,sentinel-2b,sentinel-2,2019-03-26T07:26:29Z,99.63,
S2A_35HLC_20190326_1_L2A,11374.33432,S2A_MSIL2A_20190326T075611_N0500_R035_T35HLC_20221128T114536.SAFE,S2A_OPER_MSI_L2A_TL_S2RP_20221128T114536_A019623_T35HLC_N05.00,sentinel-2a,sentinel-2,2019-03-26T08:29:37.572000Z,7.75216,
S2A_35HLC_20190326_0_L2A,11394.76012,S2A_MSIL2A_20190326T075611_N0211_R035_T35HLC_20190326T142152.SAFE,S2A_OPER_MSI_L2A_TL_MPS__20190326T142152_A019623_T35HLC_N02.11,sentinel-2a,sentinel-2,2019-03-26T08:39:09.729000Z,6.562456,
S2A_35HLC_20190326_0_L1C,11395.94421,,,sentinel-2a,sentinel-2,2019-03-26T08:39:09Z,2.6,
S2A_35ULA_20190326_0_L2A,11861.99542,,,sentinel-2a,sentinel-2,2019-03-26T09:54:22Z,99.96,
S2A_35ULA_20190326_0_L1C,11861.99542,,,sentinel-2a,sentinel-2,2019-03-26T09:54:22Z,99.96,
S2A_35ULB_20190326_0_L2A,12058.72029,,,sentinel-2a,sentinel-2,2019-03-26T09:58:25Z,99.99,
S2A_35ULB_20190326_0_L1C,12058.72029,,,sentinel-2a,sentinel-2,2019-03-26T09:58:25Z,99.99,
S2A_34UFF_20190326_0_L2A,12057.84885,S2A_MSIL2A_20190326T094031_N0211_R036_T34UFF_20190326T154633.SAFE,S2A_OPER_MSI_L2A_TL_SGS__20190326T154633_A019624_T34UFF_N02.11,sentinel-2a,sentinel-2,2019-03-26T10:00:38.155000Z,99.999958,
S2A_34UFF_20190326_0_L1C,12057.84885,,,sentinel-2a,sentinel-2,2019-03-26T10:00:38Z,99.96,
S2B_32TMT_20190326_2_L2A,6084.643174,S2B_MSIL2A_20190326T103029_N0500_R108_T32TMT_20221128T143040.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20221128T143040_A010716_T32TMT_N05.00,sentinel-2b,sentinel-2,2019-03-26T10:37:42.894000Z,69.036633,
S2B_32TMT_20190326_3_L2A,8159.435456,S2B_MSIL2A_20190326T103029_N0500_R108_T32TMT_20221111T232501.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20221111T232501_A010716_T32TMT_N05.00,sentinel-2b,sentinel-2,2019-03-26T10:37:49.318000Z,47.828138,
S2B_32TLT_20190326_3_L2A,11275.67407,S2B_MSIL2A_20190326T103029_N0500_R108_T32TLT_20221111T232501.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20221111T232501_A010716_T32TLT_N05.00,sentinel-2b,sentinel-2,2019-03-26T10:37:51.626000Z,50.129807,
S2B_32TLS_20190326_1_L2A,12058.70749,S2B_MSIL2A_20190326T103029_N0500_R108_T32TLS_20221111T232501.SAFE,S2B_OPER_MSI_L2A_TL_S2RP_20221111T232501_A010716_T32TLS_N05.00,sentinel-2b,sentinel-2,2019-03-26T10:38:05.408000Z,15.550597,
S2B_32TMT_20190326_0_L2A,8178.628071,S2B_MSIL2A_20190326T103029_N0211_R108_T32TMT_20190326T163913.SAFE,S2B_OPER_MSI_L2A_TL_SGS__20190326T163913_A010716_T32TMT_N02.11,sentinel-2b,sentinel-2,2019-03-26T10:43:00.658000Z,41.290194,
S2B_32TMT_20190326_0_L1C,8188.292358,,,sentinel-2b,sentinel-2,2019-03-26T10:43:00Z,30.03,
S2B_32TLS_20190326_0_L2A,12058.70749,S2B_MSIL2A_20190326T103029_N0211_R108_T32TLS_20190326T163913.SAFE,S2B_OPER_MSI_L2A_TL_SGS__20190326T163913_A010716_T32TLS_N02.11,sentinel-2b,sentinel-2,2019-03-26T10:44:52.569000Z,23.721283,
S2B_32TLS_20190326_0_L1C,12058.70749,,,sentinel-2b,sentinel-2,2019-03-26T10:44:52Z,29.03,
S2B_32TLT_20190326_0_L2A,11290.22272,S2B_MSIL2A_20190326T103029_N0211_R108_T32TLT_20190326T163913.SAFE,S2B_OPER_MSI_L2A_TL_SGS__20190326T163913_A010716_T32TLT_N02.11,sentinel-2b,sentinel-2,2019-03-26T10:48:13.846000Z,44.523594,
S2B_32TLT_20190326_0_L1C,11295.83054,,,sentinel-2b,sentinel-2,2019-03-26T10:48:13Z,28.56,
S2B_32TMT_20190326_1_L2A,6109.649761,S2B_MSIL2A_20190326T103029_N0211_R108_T32TMT_20190326T145043.SAFE,S2B_OPER_MSI_L2A_TL_SGS__20190326T145043_A010716_T32TMT_N02.11,sentinel-2b,sentinel-2,2019-03-26T10:52:41.295000Z,63.227206,
S2B_32TMT_20190326_1_L1C,6156.200821,,,sentinel-2b,sentinel-2,2019-03-26T10:52:41Z,45.44,
S2A_22KHV_20190326_0_L2A,12027.47412,,,sentinel-2a,sentinel-2,2019-03-26T13:29:24Z,0.08,
S2A_22KHV_20190326_0_L1C,12027.47412,,,sentinel-2a,sentinel-2,2019-03-26T13:29:24Z,0.08,
S2A_22KHU_20190326_0_L2A,11160.93574,,,sentinel-2a,sentinel-2,2019-03-26T13:32:30Z,23.84,
S2A_22KHU_20190326_0_L1C,11160.93574,,,sentinel-2a,sentinel-2,2019-03-26T13:32:30Z,23.84,
S2A_23KLP_20190326_0_L2A,11.17363565,,,sentinel-2a,sentinel-2,2019-03-26T13:32:51Z,0,
S2A_23KLP_20190326_0_L1C,11.17363565,,,sentinel-2a,sentinel-2,2019-03-26T13:32:51Z,0,
S2A_23KKP_20190326_0_L2A,9996.242431,,,sentinel-2a,sentinel-2,2019-03-26T13:33:17Z,24.9,
S2A_23KKP_20190326_0_L1C,9996.242431,,,sentinel-2a,sentinel-2,2019-03-26T13:33:17Z,24.9,
S2A_23KLQ_20190326_0_L2A,1258.209796,,,sentinel-2a,sentinel-2,2019-03-26T13:34:10Z,5.49,
S2A_23KLQ_20190326_0_L1C,1258.209796,,,sentinel-2a,sentinel-2,2019-03-26T13:34:10Z,5.49,
S2A_23KKQ_20190326_0_L2A,11820.64942,S2A_MSIL2A_20190326T132231_N0211_R038_T23KKQ_20190326T203401.SAFE,S2A_OPER_MSI_L2A_TL_SGS__20190326T203401_A019626_T23KKQ_N02.11,sentinel-2a,sentinel-2,2019-03-26T13:40:40.299000Z,3.415214,"BR_R006_0024, BR_R006_0025"
S2A_23KKQ_20190326_0_L1C,11822.12299,,,sentinel-2a,sentinel-2,2019-03-26T13:40:40Z,0.35,
S2A_19KCB_20190326_1_L2A,3625.203238,S2A_MSIL2A_20190326T145731_N0500_R039_T19KCB_20221119T143433.SAFE,S2A_OPER_MSI_L2A_TL_S2RP_20221119T143433_A019627_T19KCB_N05.00,sentinel-2a,sentinel-2,2019-03-26T15:07:32.085000Z,15.380706,
S2A_19KBB_20190326_1_L2A,12047.03525,S2A_MSIL2A_20190326T145731_N0500_R039_T19KBB_20221119T143433.SAFE,S2A_OPER_MSI_L2A_TL_S2RP_20221119T143433_A019627_T19KBB_N05.00,sentinel-2a,sentinel-2,2019-03-26T15:07:35.790000Z,6.350553,
